crown_uid,area,species_clean,species_raw,species_status,tree_type_raw,lon,lat,label_acacia,label_esd,label_deciduous,label_yellow_strict,label_yellow_broad,label_red_showy,label_showy_flower,winter_B2,winter_B3,winter_B4,winter_B5,winter_B6,winter_B7,winter_B8,winter_B8A,winter_B11,winter_B12,winter_NDVI,winter_GNDVI,winter_NDRE,winter_NDMI,winter_NBR,winter_EVI,winter_blue_ratio,winter_green_ratio,winter_red_ratio,winter_yellow_proxy,winter_valid_pixels_median,winter_valid_pixels_max,premonsoon_B2,premonsoon_B3,premonsoon_B4,premonsoon_B5,premonsoon_B6,premonsoon_B7,premonsoon_B8,premonsoon_B8A,premonsoon_B11,premonsoon_B12,premonsoon_NDVI,premonsoon_GNDVI,premonsoon_NDRE,premonsoon_NDMI,premonsoon_NBR,premonsoon_EVI,premonsoon_blue_ratio,premonsoon_green_ratio,premonsoon_red_ratio,premonsoon_yellow_proxy,premonsoon_valid_pixels_median,premonsoon_valid_pixels_max,monsoon_B2,monsoon_B3,monsoon_B4,monsoon_B5,monsoon_B6,monsoon_B7,monsoon_B8,monsoon_B8A,monsoon_B11,monsoon_B12,monsoon_NDVI,monsoon_GNDVI,monsoon_NDRE,monsoon_NDMI,monsoon_NBR,monsoon_EVI,monsoon_blue_ratio,monsoon_green_ratio,monsoon_red_ratio,monsoon_yellow_proxy,monsoon_valid_pixels_median,monsoon_valid_pixels_max,postmonsoon_B2,postmonsoon_B3,postmonsoon_B4,postmonsoon_B5,postmonsoon_B6,postmonsoon_B7,postmonsoon_B8,postmonsoon_B8A,postmonsoon_B11,postmonsoon_B12,postmonsoon_NDVI,postmonsoon_GNDVI,postmonsoon_NDRE,postmonsoon_NDMI,postmonsoon_NBR,postmonsoon_EVI,postmonsoon_blue_ratio,postmonsoon_green_ratio,postmonsoon_red_ratio,postmonsoon_yellow_proxy,postmonsoon_valid_pixels_median,postmonsoon_valid_pixels_max,NDVI_amp,GNDVI_amp,NDRE_amp,NDMI_amp,NBR_amp,EVI_amp,green_ratio_amp,red_ratio_amp,yellow_proxy_amp,stac_year,geometry_mode,buffer_meters,stac_item_count
SV_S1:crown_0001,SV_S1,Prosopis Juliflora,Prosopis Juliflora,clean,Acacia,77.17585423028552,28.532057397420136,1,-1,-1,-1,-1,-1,-1,0.1265999972820282,0.1451999992132187,0.13180000334978104,0.1717500016093254,0.26524999737739563,0.29225000739097595,0.28599999845027924,0.30934999883174896,0.22715000063180923,0.16509999334812164,0.3793840855360031,0.3253167122602463,0.2811729907989502,0.10642524063587189,0.2644496560096741,0.35608425736427307,0.31351977586746216,0.359701544046402,0.3277161419391632,0.6864802539348602,9.0,9,0.1251000016927719,0.1460999995470047,0.1302500031888485,0.18250000476837158,0.26089999824762344,0.27730000019073486,0.29339998960494995,0.29144999384880066,0.24729999899864197,0.18900000303983688,0.3559378683567047,0.3174706697463989,0.23521362245082855,0.08615812286734581,0.2055092602968216,0.32632437348365784,0.3109406679868698,0.36142028868198395,0.32725121080875397,0.6890593767166138,9.0,9,0.1310499981045723,0.157150000333786,0.13910000026226044,0.2052999958395958,0.37004999816417694,0.4147000014781952,0.41349999606609344,0.43105000257492065,0.2777999937534332,0.19475000351667404,0.49656064808368683,0.44285455346107483,0.355804979801178,0.1899152472615242,0.3572012782096863,0.5415337085723877,0.3054478168487549,0.3690394014120102,0.32653701305389404,0.6945522427558899,9.0,9,0.1376500055193901,0.1501000002026558,0.13440000265836716,0.18084999918937683,0.3302000015974045,0.3724000006914139,0.36959999799728394,0.39675000309944153,0.2529499977827072,0.17090000212192535,0.4588608741760254,0.4045341908931732,0.36896537244319916,0.1716407984495163,0.36006297171115875,0.5255932211875916,0.3232117146253586,0.3587673157453537,0.31707093119621277,0.676788330078125,9.0,9,0.14062277972698212,0.1253838837146759,0.1337517499923706,0.10375712439417839,0.15455371141433716,0.21520933508872986,0.010272085666656494,0.01064521074295044,0.017763912677764893,2023,buffer,10.0,16
SV_S1:crown_0002,SV_S1,Prosopis Juliflora,Prosopis Juliflora,clean,Acacia,77.17597511725991,28.53206116694076,1,-1,-1,-1,-1,-1,-1,0.12645000219345093,0.14630000293254852,0.13085000216960907,0.17339999973773956,0.2759999930858612,0.30264998972415924,0.3303000032901764,0.32135000824928284,0.23359999805688858,0.16724999994039536,0.4287407100200653,0.3628278821706772,0.2948322147130966,0.16955232247710228,0.3247017562389374,0.4288783520460129,0.31182730197906494,0.3629857450723648,0.32571929693222046,0.6881726980209351,9.0,9,0.12595000118017197,0.14914999902248383,0.13145000115036964,0.1825999990105629,0.2687000036239624,0.2884500026702881,0.3391999900341034,0.30284999310970306,0.2519499957561493,0.18949999660253525,0.44203534722328186,0.3753257393836975,0.25065338611602783,0.14877792447805405,0.28233563899993896,0.44074028730392456,0.30865004658699036,0.3666447103023529,0.32472626864910126,0.6913499534130096,9.0,9,0.1310499981045723,0.16054999828338623,0.13910000026226044,0.20409999787807465,0.3755999952554703,0.423349991440773,0.43019999563694,0.4391999989748001,0.2786500006914139,0.19340000301599503,0.5108231008052826,0.45344874262809753,0.3655810207128525,0.21618422865867615,0.3774891793727875,0.5661391615867615,0.30475935339927673,0.3722902685403824,0.32346175611019135,0.6952406466007233,9.0,9,0.1363000050187111,0.1501000002026558,0.13359999656677246,0.18160000443458557,0.33445000648498535,0.3869500011205673,0.3869999945163727,0.40540000796318054,0.25714999437332153,0.1716499999165535,0.49396300315856934,0.4413263350725174,0.3808836340904236,0.20644988864660263,0.38983897864818573,0.552719235420227,0.32286280393600464,0.35901130735874176,0.3169379085302353,0.6771372556686401,9.0,9,0.08208239078521729,0.09062086045742035,0.13023024797439575,0.0674063041806221,0.10750333964824677,0.1372608095407486,0.013278961181640625,0.008781388401985168,0.01810339093208313,2023,buffer,10.0,16
SV_S1:crown_0003,SV_S1,,,missing,,77.17596269648199,28.532502853202793,1,-1,-1,-1,-1,-1,-1,0.12050000205636024,0.133200004696846,0.12364999949932098,0.1704000011086464,0.26624999195337296,0.2909500002861023,0.281700000166893,0.3105500042438507,0.24014999717473984,0.17314999550580978,0.38685858249664307,0.3475452959537506,0.28999054431915283,0.08300499618053436,0.24856102466583252,0.3494776487350464,0.31455105543136597,0.35821083188056946,0.3248772770166397,0.6854488849639893,9.0,9,0.12245000153779984,0.14580000191926956,0.1311500035226345,0.18005000054836273,0.2736999988555908,0.2897999882698059,0.33195000886917114,0.30560000240802765,0.2565999925136566,0.19225000590085983,0.438313290476799,0.39543819427490234,0.2642526477575302,0.12776712328195572,0.2653644233942032,0.421488419175148,0.3071955740451813,0.36284294724464417,0.32850003242492676,0.6928043961524963,9.0,9,0.12635000050067902,0.1574999988079071,0.13894999772310257,0.20885000377893448,0.3877499997615814,0.4320500046014786,0.42719998955726624,0.447050005197525,0.2830999940633774,0.19529999792575836,0.5172745883464813,0.4665011763572693,0.36750049889087677,0.2009282186627388,0.3709805905818939,0.5520749986171722,0.29922695457935333,0.3734416961669922,0.32791388034820557,0.7007730901241302,9.0,9,0.13690000027418137,0.15335000306367874,0.133650004863739,0.18389999866485596,0.33364999294281006,0.3865000009536743,0.3627000004053116,0.40720000863075256,0.2630999982357025,0.17424999922513962,0.46424224972724915,0.4103243052959442,0.3771282434463501,0.15540117025375366,0.351640984416008,0.4963461458683014,0.32437601685523987,0.3622257709503174,0.3155811131000519,0.6756240129470825,9.0,9,0.13041600584983826,0.11895588040351868,0.11287559568881989,0.11792322248220444,0.1224195659160614,0.20259734988212585,0.01523086428642273,0.012918919324874878,0.02514907717704773,2023,buffer,10.0,16
SV_S1:crown_0004,SV_S1,,,missing,,77.17605027752465,28.531950778280105,1,-1,-1,-1,-1,-1,-1,0.1264999955892563,0.1469999998807907,0.12969999760389328,0.1728999987244606,0.2749999910593033,0.3005499988794327,0.3382999897003174,0.3200000077486038,0.23359999805688858,0.16939999908208847,0.43689267337322235,0.39257313311100006,0.29854290187358856,0.17183158546686172,0.3276248276233673,0.4376487135887146,0.31299416720867157,0.36269238591194153,0.32243575155735016,0.6870058476924896,9.0,9,0.12484999746084213,0.14954999834299088,0.13215000182390213,0.1827000007033348,0.2701999992132187,0.29235000908374786,0.3394000083208084,0.3074999898672104,0.2549000084400177,0.19164999574422836,0.44203534722328186,0.3871624618768692,0.2545490115880966,0.14900041371583939,0.28181757032871246,0.4350898563861847,0.3053398132324219,0.3679029941558838,0.3246966302394867,0.6946602165699005,9.0,9,0.13010000437498093,0.16179999709129333,0.1389000043272972,0.2049499973654747,0.3795500099658966,0.43400000035762787,0.4543999880552292,0.4486999958753586,0.27915000915527344,0.1935500055551529,0.5342386960983276,0.4753865450620651,0.36833252012729645,0.23919964581727982,0.4044109582901001,0.6012158691883087,0.30104565620422363,0.3765227049589157,0.3216189593076706,0.6989543437957764,9.0,9,0.13569999486207962,0.15309999883174896,0.1340000033378601,0.18125000596046448,0.3343999981880188,0.38385000824928284,0.42399999499320984,0.4024500101804733,0.2574999928474426,0.17170000076293945,0.5221030414104462,0.47101178765296936,0.38038381934165955,0.24296049028635025,0.423204630613327,0.5951446294784546,0.3218439817428589,0.3626916706562042,0.31646403670310974,0.6781560480594635,9.0,9,0.09734602272510529,0.08822408318519592,0.12583480775356293,0.09396007657051086,0.14138706028461456,0.16612601280212402,0.013831034302711487,0.008232593536376953,0.020798295736312866,2023,buffer,10.0,16
SV_S1:crown_0005,SV_S1,,,missing,,77.17625979344919,28.53191261246074,0,-1,-1,-1,-1,-1,-1,0.12239999696612358,0.14195000380277634,0.12730000168085098,0.17504999786615372,0.2686000019311905,0.2942499965429306,0.3198999911546707,0.3177500069141388,0.23599999397993088,0.16979999840259552,0.4276317358016968,0.3830365091562271,0.288843497633934,0.1426582671701908,0.3032659441232681,0.4108186215162277,0.3137826770544052,0.36041273176670074,0.32480525970458984,0.6862173676490784,7.0,7,0.12504999712109566,0.14605000615119934,0.13395000249147415,0.1902499943971634,0.2776000052690506,0.2949499934911728,0.31540000438690186,0.3157000094652176,0.2665500044822693,0.19789999723434448,0.4026942104101181,0.36582839488983154,0.2515082061290741,0.08701961487531662,0.22294272482395172,0.39124809205532074,0.30832037329673767,0.3611656278371811,0.3317814767360687,0.6916796267032623,7.0,7,0.12835000082850456,0.1616000011563301,0.1394999995827675,0.21559999883174896,0.39249999821186066,0.4403499960899353,0.4519999921321869,0.45765000581741333,0.2856999933719635,0.1988999992609024,0.5267091691493988,0.4726656377315521,0.3643227219581604,0.2235676273703575,0.3860282897949219,0.588297575712204,0.29765985906124115,0.3769504129886627,0.3239237815141678,0.70234015583992,7.0,7,0.13670000433921814,0.15149999409914017,0.13374999910593033,0.18575000017881393,0.32590000331401825,0.3684999942779541,0.4167499989271164,0.39135000109672546,0.2575500011444092,0.17384999990463257,0.5174826085567474,0.4689475893974304,0.3623572140932083,0.2387942150235176,0.41403616964817047,0.5888001024723053,0.32429659366607666,0.3592921942472458,0.3167487382888794,0.675703376531601,7.0,7,0.1240149587392807,0.10683724284172058,0.1128145158290863,0.151774600148201,0.19109344482421875,0.19755201041698456,0.01765821874141693,0.015032738447189331,0.026636779308319092,2023,buffer,10.0,16
SV_S1:crown_0006,SV_S1,,,missing,,77.17566411485164,28.532381072634674,0,-1,-1,-1,-1,-1,-1,0.12364999949932098,0.14225000143051147,0.1273999959230423,0.1688999980688095,0.26135000586509705,0.2865000069141388,0.35189999639987946,0.3023499995470047,0.2282000035047531,0.16690000146627426,0.4577174484729767,0.4060795307159424,0.28381164371967316,0.20882003009319305,0.35030534863471985,0.46029894053936005,0.313228115439415,0.3615202009677887,0.3273901045322418,0.6867718994617462,7.0,7,0.1273999959230423,0.14989999681711197,0.13770000636577606,0.18080000579357147,0.25360000878572464,0.27195000648498535,0.3189999908208847,0.2903499901294708,0.2572000026702881,0.19749999791383743,0.3812802731990814,0.3476250022649765,0.23065127432346344,0.10963529348373413,0.23025982081890106,0.36312535405158997,0.3058907687664032,0.3604746460914612,0.3356908708810806,0.6941092312335968,7.0,7,0.12840000167489052,0.16700000315904617,0.14169999957084656,0.20835000276565552,0.35305000841617584,0.39614999294281006,0.47840000689029694,0.4118499904870987,0.289450004696846,0.20630000531673431,0.5462124049663544,0.477992907166481,0.33281318843364716,0.25221268087625504,0.4029374420642853,0.6216679513454437,0.29228082299232483,0.38758423924446106,0.32124416530132294,0.7077191174030304,7.0,7,0.13420000299811363,0.15219999849796295,0.13284999877214432,0.18084999918937683,0.3236999958753586,0.3707999885082245,0.4277999997138977,0.38974998891353607,0.2538499981164932,0.17239999771118164,0.5232086777687073,0.4661865234375,0.3632264584302902,0.2483302801847458,0.41604532301425934,0.5996904075145721,0.3201446533203125,0.36402300000190735,0.315849170088768,0.6798553168773651,7.0,7,0.16493213176727295,0.13036790490150452,0.13257518410682678,0.1425773873925209,0.18578550219535828,0.25854259729385376,0.027109593152999878,0.019841700792312622,0.027863800525665283,2023,buffer,10.0,16
SV_S1:crown_0007,SV_S1,,,missing,,77.17633432529188,28.5321887790325,1,-1,-1,-1,-1,-1,-1,0.12307500094175339,0.14509999752044678,0.12840000540018082,0.17122499644756317,0.2798500061035156,0.3124749958515167,0.3561500012874603,0.3333500027656555,0.24667499959468842,0.170974999666214,0.46772029995918274,0.41595983505249023,0.31721583008766174,0.18311990797519684,0.350989431142807,0.47363802790641785,0.31014662981033325,0.36483195424079895,0.32352857291698456,0.6898533403873444,8.0,8,0.12987500429153442,0.1528249979019165,0.1391500011086464,0.17550000548362732,0.26987501978874207,0.2920749932527542,0.33855000138282776,0.3097749948501587,0.25714999437332153,0.1862500011920929,0.41608330607414246,0.3764721006155014,0.27321183681488037,0.13605482131242752,0.2893320620059967,0.41060222685337067,0.3077728748321533,0.3636753559112549,0.33150461316108704,0.6922271251678467,8.0,8,0.13224999606609344,0.16705000400543213,0.14445000886917114,0.20804999768733978,0.4101500064134598,0.46620000898838043,0.46890000998973846,0.4818750023841858,0.2789500057697296,0.19039999693632126,0.5298678278923035,0.4701232463121414,0.39629265666007996,0.2521311640739441,0.42133453488349915,0.6032150685787201,0.2976256310939789,0.3784119486808777,0.32451096177101135,0.7023743689060211,8.0,8,0.1391499936580658,0.15559999644756317,0.1353750005364418,0.18400000035762787,0.345550000667572,0.40129999816417694,0.4434249997138977,0.424699991941452,0.2628749907016754,0.17122499644756317,0.5299546122550964,0.4802725315093994,0.39307963848114014,0.25434592366218567,0.4389176070690155,0.6252939403057098,0.3236369341611862,0.3624241352081299,0.31489232182502747,0.6763630509376526,8.0,8,0.11387130618095398,0.10380043089389801,0.12308081984519958,0.11829110234975815,0.1495855450630188,0.21469171345233917,0.015987813472747803,0.01661229133605957,0.02601131796836853,2023,buffer,10.0,16
SV_S1:crown_0008,SV_S1,,,missing,,77.17613758200513,28.532532784201305,1,-1,-1,-1,-1,-1,-1,0.11854999884963036,0.13157500326633453,0.12242499738931656,0.17217499762773514,0.2739749848842621,0.30217500030994415,0.2697000056505203,0.3221750259399414,0.2487499937415123,0.17652499675750732,0.36857426166534424,0.32255883514881134,0.29441189765930176,0.03941590338945389,0.208822101354599,0.3269902318716049,0.3142797201871872,0.3569127917289734,0.32813988626003265,0.6857202649116516,8.0,8,0.1256999969482422,0.14652500301599503,0.13292500376701355,0.180525004863739,0.27117499709129333,0.2950749844312668,0.30445000529289246,0.3108999878168106,0.26272501051425934,0.19562500715255737,0.3882607966661453,0.346476212143898,0.26550260186195374,0.06839985400438309,0.21361631900072098,0.36246784031391144,0.3094571530818939,0.3602824807167053,0.33049799501895905,0.6905428767204285,8.0,8,0.1285499967634678,0.15622501075267792,0.1388999968767166,0.2128250002861023,0.4114000052213669,0.4670500159263611,0.41564999520778656,0.48135000467300415,0.2859500050544739,0.194924995303154,0.5003867298364639,0.4520668238401413,0.38519133627414703,0.1886211782693863,0.3628711700439453,0.5414546430110931,0.3037760406732559,0.3698733001947403,0.32748018205165863,0.6962239146232605,8.0,8,0.13667499646544456,0.15035000443458557,0.13467500358819962,0.18582500517368317,0.3505750000476837,0.4030500054359436,0.359499990940094,0.4267750084400177,0.2689250111579895,0.17695000022649765,0.4525016248226166,0.4011369049549103,0.3903614282608032,0.14318260550498962,0.34088896214962006,0.47920072078704834,0.3223785161972046,0.3592749685049057,0.3204379081726074,0.6776215434074402,8.0,8,0.1318124681711197,0.12950798869132996,0.12485882639884949,0.1492052748799324,0.1540490686893463,0.21446441113948822,0.012960508465766907,0.010060086846351624,0.018602371215820312,2023,buffer,10.0,16
SV_S1:crown_0009,SV_S1,,,missing,,77.1761025518063,28.532431975142792,0,-1,-1,-1,-1,-1,-1,0.1209000013768673,0.13454999774694443,0.12364999949932098,0.17184999585151672,0.2742000073194504,0.3015500009059906,0.2769000083208084,0.3212500065565109,0.24400000274181366,0.17294999957084656,0.37164346873760223,0.32879024744033813,0.2948865741491318,0.06570232752710581,0.2321256920695305,0.3310582786798477,0.31434470415115356,0.35734251141548157,0.3262604773044586,0.685655266046524,9.0,9,0.12549999728798866,0.14674999564886093,0.13090000301599503,0.18164999783039093,0.27854999899864197,0.2998500019311905,0.32089999318122864,0.31585000455379486,0.25905001163482666,0.19220000505447388,0.4231026768684387,0.3791434168815613,0.27015168964862823,0.10722579434514046,0.24942664802074432,0.41426612436771393,0.3087201416492462,0.36149822175502777,0.3289602994918823,0.6912798881530762,9.0,9,0.12890000268816948,0.15650000423192978,0.1391499936580658,0.2119000032544136,0.4060000032186508,0.462799996137619,0.4130000025033951,0.47610001266002655,0.28075000643730164,0.19134999811649323,0.4964374303817749,0.4467191845178604,0.3846474885940552,0.19011183828115463,0.366475909948349,0.5330418944358826,0.30435095727443695,0.3693583011627197,0.3285560607910156,0.6956490874290466,9.0,9,0.13544999808073044,0.14945000410079956,0.13405000418424606,0.18594999611377716,0.34984999895095825,0.40139999985694885,0.3561500012874603,0.4234499931335449,0.2643499970436096,0.17314999550580978,0.4501490294933319,0.39935657382011414,0.38717682659626007,0.1431242898106575,0.3426838219165802,0.4740515947341919,0.3219139277935028,0.36054906249046326,0.3204822391271591,0.6780860722064972,9.0,9,0.12479396164417267,0.11792893707752228,0.11702513694763184,0.12440951075404882,0.1343502178788185,0.20198361575603485,0.01201578974723816,0.008478060364723206,0.01756301522254944,2023,buffer,10.0,16
SV_S1:crown_0010,SV_S1,,,missing,,77.17604460678523,28.53207729999476,1,-1,-1,-1,-1,-1,-1,0.1267249956727028,0.1487250030040741,0.13009999692440033,0.17379999160766602,0.2801250070333481,0.3114500045776367,0.3438500016927719,0.32580000162124634,0.2378000020980835,0.17002499848604202,0.447531133890152,0.3961336761713028,0.30287793278694153,0.1854575201869011,0.33681799471378326,0.45498912036418915,0.312025785446167,0.3661268651485443,0.32139216363430023,0.6879741847515106,8.0,8,0.12652499973773956,0.1505500003695488,0.1321749985218048,0.18172500282526016,0.2713000029325485,0.2923250198364258,0.3501249849796295,0.30767498910427094,0.25394999980926514,0.19089999794960022,0.4473080337047577,0.39542706310749054,0.25532543659210205,0.15994945913553238,0.2975910007953644,0.4496154487133026,0.30612899363040924,0.36887121200561523,0.32332466542720795,0.693871021270752,8.0,8,0.1318499967455864,0.16147499531507492,0.1393750011920929,0.20394999533891678,0.3782999962568283,0.42967499792575836,0.4495749920606613,0.4448999911546707,0.2788500040769577,0.19294999539852142,0.5262758731842041,0.46996381878852844,0.36940106749534607,0.2343597337603569,0.4000462144613266,0.5934339761734009,0.30405984818935394,0.37379150092601776,0.32241564989089966,0.6959401369094849,8.0,8,0.13659999519586563,0.1535249948501587,0.13407500088214874,0.18207499384880066,0.33855000138282776,0.38887500762939453,0.42170000076293945,0.4124999940395355,0.259799987077713,0.17259999364614487,0.5196404159069061,0.4697500467300415,0.38538895547389984,0.23934003710746765,0.4196747690439224,0.5994174778461456,0.3217984288930893,0.3620864748954773,0.3163972795009613,0.6782015860080719,8.0,8,0.07896783947944641,0.0745367556810379,0.1300635188817978,0.07939057797193527,0.12208376824855804,0.14980202913284302,0.011705026030540466,0.006927385926246643,0.017738550901412964,2023,buffer,10.0,16
