crown_uid,area,source_file,source_index,orig_crown_id,crown_num,species_raw,species_clean,species_status,tree_type_raw,health_class,field_status,field_description,lon,lat,label_esd,label_deciduous,label_acacia,label_yellow_strict,label_yellow_broad,label_red_showy,label_showy_flower,s1_n_obs,s1_n_years,s1_vv_db_median,s1_vv_db_mean,s1_vv_db_std,s1_vv_db_amp,s1_monsoon_vv_db_median,s1_postmonsoon_vv_db_median,s1_premonsoon_vv_db_median,s1_winter_vv_db_median,s1_vh_db_median,s1_vh_db_mean,s1_vh_db_std,s1_vh_db_amp,s1_monsoon_vh_db_median,s1_postmonsoon_vh_db_median,s1_premonsoon_vh_db_median,s1_winter_vh_db_median,s1_vh_vv_ratio_median,s1_vh_vv_ratio_mean,s1_vh_vv_ratio_std,s1_vh_vv_ratio_amp,s1_monsoon_vh_vv_ratio_median,s1_postmonsoon_vh_vv_ratio_median,s1_premonsoon_vh_vv_ratio_median,s1_winter_vh_vv_ratio_median,s1_vh_minus_vv_db_median,s1_vh_minus_vv_db_mean,s1_vh_minus_vv_db_std,s1_vh_minus_vv_db_amp,s1_monsoon_vh_minus_vv_db_median,s1_postmonsoon_vh_minus_vv_db_median,s1_premonsoon_vh_minus_vv_db_median,s1_winter_vh_minus_vv_db_median,s1_years,s1_item_count,geometry_mode,buffer_meters
A3:crown_0104,A3,A3_master.geojson,103,crown_0104,104,Saptparni,Saptparni,clean,,,,,77.19896052793027,28.542061409082603,0,0,0,0,0,0,0,113,4,-5.583184242248535,-5.469556072116953,0.965741004039428,4.413400650024414,-5.208677768707275,-5.788726329803467,-5.735940933227539,-5.657263278961182,-11.71515941619873,-11.835959898687042,1.185062613014894,5.4057722091674805,-11.41993808746338,-11.833524703979492,-11.268171310424805,-12.261218070983888,0.2422696501016616,0.2475918189218613,0.0871850427322978,0.406390905380249,0.2411543205380439,0.2258065342903137,0.2825587689876556,0.2093456387519836,-6.157010078430176,-6.344088343392431,1.6006563010737105,7.591903209686279,-6.177049398422241,-6.462635517120361,-5.488912105560303,-6.791360855102539,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0105,A3,A3_master.geojson,104,crown_0105,105,Saptparni,Saptparni,clean,,,,,77.19911344030287,28.542126215886068,0,0,0,0,0,0,0,113,4,-5.326738357543945,-5.377631930123388,0.9577807137543596,4.6817686557769775,-5.107415199279785,-5.177001953125,-5.407729148864746,-5.5012922286987305,-11.671774864196776,-11.810304928669888,1.213211566399652,5.680095672607422,-11.438867568969728,-11.566919326782228,-11.250045776367188,-12.290271759033203,0.2366345375776291,0.2468101467970198,0.0958351294378683,0.6377689242362976,0.232640728354454,0.2233940660953521,0.2524169087409973,0.2114263623952865,-6.265661239624023,-6.385759986607375,1.6394286271617822,9.47412109375,-6.3336803913116455,-6.509536743164063,-5.9803643226623535,-6.749079704284668,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0106,A3,A3_master.geojson,105,crown_0106,106,Saptparni,Saptparni,clean,,,,,77.19919682562,28.54228978632692,0,0,0,0,0,0,0,113,4,-5.868568420410156,-5.895106505503697,1.097655680554484,5.0304882526397705,-5.90751314163208,-6.174102306365967,-5.58241605758667,-6.01408576965332,-12.144145011901855,-12.347080129437742,1.1750492807984456,5.288632392883301,-12.003493309020996,-12.60561180114746,-12.098132133483888,-13.002803802490234,0.2252107113599777,0.2400721729592939,0.091425110334825,0.4865549132227897,0.2300670072436332,0.2573127746582031,0.2393756061792373,0.1972487717866897,-6.474109172821045,-6.488183933021748,1.5820601612072558,7.645895004272461,-6.381623029708862,-5.895386695861816,-6.209200382232666,-7.049856662750244,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0107,A3,A3_master.geojson,106,crown_0107,107,Saptparni,Saptparni,clean,,,,,77.19927846517679,28.542407429148177,0,0,0,0,0,0,0,113,4,-6.174102306365967,-6.0870588395447855,1.0747642752900612,5.681507587432861,-6.05226993560791,-6.546807765960693,-6.1093430519104,-6.202455043792725,-12.514869689941406,-12.565147594013045,1.113685602987944,6.309917449951172,-12.354581356048584,-12.51215362548828,-12.296399116516112,-13.271159172058104,0.2194775491952896,0.2355945182189477,0.0836552104681681,0.5058808475732803,0.2119084224104881,0.2605166435241699,0.2311521023511886,0.1974276453256607,-6.586099147796631,-6.529718831577132,1.4672849045593424,8.133530616760254,-6.739221096038818,-5.84164571762085,-6.361020565032959,-7.045920372009277,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0108,A3,A3_master.geojson,107,crown_0108,108,Peepal,Peepal,clean,,,,,77.19915255281205,28.542267513687428,1,0,0,0,0,0,0,113,4,-5.6189446449279785,-5.734410853512519,1.0546718140279625,5.644062519073486,-5.730158567428589,-6.098442077636719,-5.507473945617676,-5.774436950683594,-11.996435165405272,-12.21180568121176,1.160646054818094,5.301490783691406,-11.771939277648926,-12.252004623413086,-11.860061645507812,-12.64763641357422,0.2232143878936767,0.2394496565767094,0.0933352030604524,0.6298876851797104,0.2246072068810463,0.2139993757009506,0.2412901073694229,0.2040046155452728,-6.51414680480957,-6.505956012590796,1.5873719689631065,8.986937046051025,-6.4862060546875,-6.699653625488281,-6.189369201660156,-6.903696537017822,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0109,A3,A3_master.geojson,108,crown_0109,109,Peepal,Peepal,clean,,,,,77.19923081559189,28.542024938528435,1,0,0,0,0,0,0,113,4,-6.442455768585205,-6.406658641004984,1.0645125740319603,5.543200969696045,-6.506340265274048,-6.64811897277832,-6.203091621398926,-6.767884254455566,-12.433039665222168,-12.549850134722954,1.1587465658775415,5.184123992919922,-12.310278415679932,-12.48451042175293,-12.269088745117188,-13.039254188537598,0.2503960132598877,0.2608405544167071,0.1068987342677641,0.7277393713593483,0.2635766863822937,0.2199536263942718,0.2290214300155639,0.2503960132598877,-6.017514228820801,-6.163714183115326,1.651134865148726,9.721930742263794,-5.791550159454346,-6.577010154724121,-6.401817321777344,-6.017581462860107,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0110,A3,A3_master.geojson,109,crown_0110,110,Saptparni,Saptparni,clean,,,,,77.1986635186984,28.542034160789427,0,0,0,0,0,0,0,113,4,-6.807060241699219,-6.782470137672087,1.0034662319469398,4.752416610717773,-6.355399131774902,-7.110363006591797,-7.009974479675293,-7.301308631896973,-12.95534896850586,-12.82004353008439,0.9504738161542362,5.267292022705078,-12.928051948547363,-13.176921844482422,-12.543203353881836,-12.994024276733398,0.2509537637233734,0.2598686128591014,0.0800013529644914,0.4343493282794952,0.2182098999619484,0.2541323602199554,0.2729910910129547,0.2645601034164428,-6.004063129425049,-6.046764479274243,1.2975227639064062,7.01983642578125,-6.611278057098389,-5.949399948120117,-5.638515949249268,-5.77475643157959,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0111,A3,A3_master.geojson,110,crown_0111,111,Ashok,Ashok,clean,,,,,77.19928964382966,28.54270668577591,0,0,0,0,0,0,0,113,4,-5.306649208068848,-5.146666764553669,1.3992506622469771,8.309897020459175,-5.215577363967896,-5.751415252685547,-5.16664981842041,-5.55323600769043,-10.88356876373291,-10.90826266212801,1.209127394799851,7.090789794921875,-10.695789337158203,-11.399171829223633,-10.361600875854492,-11.740177154541016,0.2650426924228668,0.2756001171285072,0.0885436801462744,0.454450711607933,0.2716713845729828,0.2437850534915924,0.2805150151252746,0.2241182774305343,-5.7669219970703125,-5.832055842981929,1.442609408068778,7.59668493270874,-5.664762496948242,-6.129931449890137,-5.520698547363281,-6.502571105957031,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0113,A3,A3_master.geojson,112,crown_0113,113,Neem,Neem,clean,,,,,77.19873464553493,28.542874009497208,1,0,0,0,0,0,0,113,4,-6.625627517700195,-6.446798717026162,1.3043200524612697,6.974038600921631,-6.592594623565674,-6.957056045532227,-6.1880292892456055,-6.503534317016602,-12.385374069213867,-12.17433742928294,1.14484491744521,5.540309906005859,-11.821518421173096,-12.776971817016602,-12.000640869140623,-12.670625686645508,0.274261862039566,0.2776871293915056,0.0956658999899638,0.6279527619481087,0.2967894524335861,0.2617089450359344,0.2763127982616424,0.2462859749794006,-5.618346214294434,-5.797908844146053,1.4201287703587546,8.17637825012207,-5.275863885879517,-5.821814060211182,-5.585989952087402,-6.0856032371521,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0114,A3,A3_master.geojson,113,crown_0114,114,Peepal,Peepal,clean,,,,,77.19864537845875,28.54261851623935,1,0,0,0,0,0,0,113,4,-7.856780052185059,-7.830914737903966,1.1694031918309322,5.803555488586426,-7.454763889312744,-8.267799377441406,-7.895542144775391,-8.06462287902832,-13.8756103515625,-13.837782370305694,1.2231573465931471,5.750030517578125,-13.66658878326416,-13.968064308166504,-13.623859405517578,-13.952909469604492,0.2487442046403885,0.260145574676252,0.0904514501708893,0.5017618536949158,0.2488131076097488,0.2433373779058456,0.2654241025447845,0.2214076519012451,-6.045630931854248,-6.118246656603517,1.558365246034986,8.557814121246338,-6.04148268699646,-6.144532203674316,-5.760766983032227,-6.548122406005859,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0119,A3,A3_master.geojson,118,crown_0119,119,Shahtoot,Shahtoot,clean,,,,,77.19867212317962,28.54275081184669,2,1,0,0,0,0,0,113,4,-7.411740303039551,-7.335061664074923,1.2381359282079594,6.512622833251953,-7.277667760848999,-7.722936153411865,-7.275224685668945,-7.411740303039551,-13.46152400970459,-13.379095938353412,1.1877947284657375,5.560198783874512,-13.041502475738524,-13.857373237609863,-13.2883939743042,-13.627619743347168,0.2608057260513305,0.2648840850565286,0.0871136059083467,0.4890893697738647,0.2653297334909439,0.2686855792999267,0.2628394067287445,0.2279785126447677,-5.83682918548584,-6.00479620114892,1.4494121803591866,7.476320266723633,-5.762606143951416,-5.70755672454834,-5.803094863891602,-6.421060562133789,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0120,A3,A3_master.geojson,119,crown_0120,120,Banyan,Banyan,clean,,,,,77.19871641581221,28.54247117014465,1,0,0,0,0,0,0,113,4,-7.916324138641357,-7.979695995297052,1.1111263483899072,5.602231979370117,-7.605393409729004,-8.090632438659668,-7.874963760375977,-8.523699760437012,-13.89992332458496,-13.964246530448442,1.2466465863559892,5.946660995483398,-13.730018615722656,-13.929770469665527,-13.761669158935549,-14.442052841186523,0.2512135803699493,0.2667822351234149,0.0952409134835987,0.4860984161496162,0.23063425719738,0.2550009489059448,0.2788850963115692,0.2394098341464996,-6.012805461883545,-6.015026151606467,1.5558377458113677,7.8350114822387695,-6.37461256980896,-5.934651374816895,-5.55515193939209,-6.208648204803467,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0121,A3,A3_master.geojson,120,crown_0121,121,Saptparni,Saptparni,clean,,,,,77.19895177904412,28.54269097397822,0,0,0,0,0,0,0,113,4,-6.008086681365967,-5.652834074917884,1.60329043102092,9.399446845054626,-6.078773736953735,-6.3337178230285645,-5.643543720245361,-5.756730556488037,-12.226263046264648,-11.891329233625294,1.3042979977748512,6.821906089782715,-11.641562938690186,-12.50709342956543,-11.74032211303711,-12.328659057617188,0.2491839230060577,0.2547609593752211,0.0815319415935504,0.4048688784241676,0.2456071451306343,0.241710215806961,0.2548561692237854,0.2209982424974441,-6.034799575805664,-6.175891006942344,1.480430702539002,7.719019889831543,-6.098849058151245,-6.167049884796143,-5.93704891204834,-6.556111812591553,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0130,A3,A3_master.geojson,129,crown_0130,130,Peepal,Peepal,clean,,,,,77.19956064391252,28.54088433758021,1,0,0,0,0,0,0,113,4,-7.588995933532715,-7.472398806462245,1.5070673430104482,8.901453971862793,-7.574705362319946,-7.48824405670166,-7.727682113647461,-7.4115753173828125,-13.965110778808594,-13.773841950745709,1.3871006732671638,7.108207702636719,-13.728403568267822,-14.26282787322998,-13.73322868347168,-14.063150405883787,0.2518900036811828,0.2542469094680474,0.0823767795586914,0.427747793495655,0.2436922639608383,0.2308873981237411,0.2745159566402435,0.242079809308052,-5.98789119720459,-6.173284285891373,1.4180166742024292,7.105695724487305,-6.131603479385376,-6.365997791290283,-5.614324569702148,-6.160414695739746,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0154,A3,A3_master.geojson,153,crown_0154,154,Banyan,Banyan,clean,,,,,77.1996958163915,28.54212478229882,1,0,0,0,0,0,0,113,4,-6.691655158996582,-6.709928546331625,1.147523053289262,5.632509708404541,-6.513020515441895,-7.104983329772949,-6.753384113311768,-6.306216716766357,-12.85299301147461,-12.891985234961046,1.0691626169620572,5.234607696533203,-12.791144847869871,-12.85208797454834,-12.761123657226562,-13.397772789001465,0.2418970465660095,0.2592616052226683,0.1033521414132735,0.5276873111724854,0.2384139895439148,0.2522757053375244,0.249457761645317,0.2188451141119003,-6.164099216461182,-6.15463385961752,1.5365476459638143,7.2583327293396,-6.229356050491333,-5.981943130493164,-6.034520626068115,-6.598667621612549,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0158,A3,A3_master.geojson,157,crown_0158,158,Saptparni,Saptparni,clean,,,,,77.1994655075704,28.542088027314723,0,0,0,0,0,0,0,113,4,-6.636823654174805,-6.580030200755702,1.2765538083961083,7.776782751083374,-6.623054265975952,-7.187810897827148,-6.0966081619262695,-6.877863883972168,-12.707082748413086,-12.646697508550323,1.13579127989911,5.549888610839844,-12.60814094543457,-12.840791702270508,-12.53898811340332,-13.020801544189451,0.238805741071701,0.2633911900683842,0.1062658613993973,0.5356087237596512,0.2421026453375816,0.227473959326744,0.2339241206645965,0.2394068390130996,-6.219552516937256,-6.108902374200062,1.6269119946617865,8.121844291687012,-6.160407781600952,-6.430683135986328,-6.309249877929688,-6.208634376525879,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0159,A3,A3_master.geojson,158,crown_0159,159,Saptparni,Saptparni,clean,,,,,77.1993686402951,28.542574862760016,0,0,0,0,0,0,0,113,4,-6.038506507873535,-5.992029772395581,1.170855517451684,6.209503650665283,-5.674576759338379,-6.396106719970703,-5.91121768951416,-6.128940582275391,-12.14027214050293,-12.07534556262261,1.098182537785282,5.851794242858887,-11.76081132888794,-12.425298690795898,-11.636945724487305,-12.850688934326172,0.2496903836727142,0.2586506815478865,0.0836734685735424,0.4435153603553772,0.261808767914772,0.2575125098228454,0.2738547325134277,0.203831672668457,-6.026020050048828,-6.101614711558924,1.4060558603908433,7.28951358795166,-5.824350118637085,-5.899021625518799,-5.625098705291748,-6.907554626464844,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0161,A3,A3_master.geojson,160,crown_0161,161,Neem,Neem,clean,,,,,77.19975598807397,28.542464135338133,1,0,0,0,0,0,0,113,4,-6.746127128601074,-6.70432649460514,1.0912637451299807,5.763803005218506,-6.431121826171875,-6.876286029815674,-6.503208160400391,-7.159641742706299,-13.206064224243164,-13.153325359378242,1.0004034448006471,5.706892013549805,-12.98894214630127,-13.471668243408203,-13.162286758422852,-13.24593734741211,0.226907342672348,0.2368495341687075,0.0666572577556375,0.3255228102207184,0.2249827533960342,0.2096424400806427,0.2265053391456604,0.2471314370632171,-6.443639755249023,-6.436412579190415,1.2623813060317737,7.2458062171936035,-6.482380390167236,-6.785640716552734,-6.449454307556152,-6.075275421142578,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0163,A3,A3_master.geojson,162,crown_0163,163,Banyan,Banyan,clean,,,,,77.19967931606065,28.5427882571628,1,0,0,0,0,0,0,113,4,-6.120596408843994,-6.104163779621631,1.1038945176775945,4.911003589630127,-5.606548309326172,-6.179382801055908,-6.032377243041992,-6.505888938903809,-12.279869079589844,-12.369899336215669,0.9759489085374152,5.872230529785156,-12.073135375976562,-12.58494758605957,-12.096461296081545,-12.786725044250488,0.2381181716918945,0.2390106096204403,0.0707140161696611,0.3532841801643371,0.2226814776659011,0.239436388015747,0.2611727118492126,0.2187544256448745,-6.233495712280273,-6.417126155532567,1.3259484479724652,6.425630807876587,-6.524423360824585,-6.208452224731445,-5.834893226623535,-6.62061882019043,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0165,A3,A3_master.geojson,164,crown_0165,165,Ashok,Ashok,clean,,,,,77.19951391791145,28.54256935288853,0,0,0,0,0,0,0,113,4,-6.579641819000244,-6.5860991562362265,1.1614436055071524,5.761065244674683,-6.306796312332153,-6.688454627990723,-6.817509174346924,-7.019234657287598,-12.959227561950684,-12.861727157525255,1.0350144208519767,5.669753074645996,-12.5836820602417,-12.970708847045898,-12.661087036132812,-13.357072830200195,0.237574964761734,0.2547248001910944,0.0843211264917612,0.4099742993712425,0.2452000454068184,0.2309215366840362,0.2699073553085327,0.2108572125434875,-6.242081642150879,-6.17394153839719,1.424780063243778,7.1347503662109375,-6.109627962112427,-6.3704023361206055,-5.689047813415527,-6.760433197021484,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0167,A3,A3_master.geojson,166,crown_0167,167,Banyan,Banyan,clean,,,,,77.19947995996964,28.542575695368644,1,0,0,0,0,0,0,113,4,-6.721519470214844,-6.618605894325054,1.1507757220106407,6.091676473617554,-6.48261022567749,-6.962157249450684,-6.978824615478516,-6.994404315948486,-12.92102336883545,-12.86703310603589,1.0388053543358702,5.81856632232666,-12.67475128173828,-13.0165376663208,-12.524765014648438,-13.415168762207031,0.2396920323371887,0.2544377623538,0.0834916825551249,0.4099742993712425,0.2497225552797317,0.2388144731521606,0.2738547325134277,0.2108325958251953,-6.203492164611816,-6.175604491107232,1.4156802138842803,7.1347503662109375,-6.026288986206055,-6.225192070007324,-5.625098705291748,-6.762743949890137,"2022,2023,2024,2025",113,buffer,20.0
A3:crown_0181,A3,A3_master.geojson,180,crown_0181,181,Moringa,Moringa,clean,,,,,77.20005559479537,28.54252027828445,2,1,0,0,0,0,0,113,4,-5.534078598022461,-5.6272907067189175,1.244201526344061,7.650989055633545,-5.369248867034912,-5.776422500610352,-5.8658952713012695,-5.407746315002441,-12.092769622802734,-12.081115030609402,1.202936133453542,6.340289115905762,-12.14543914794922,-12.008739471435549,-11.752981185913086,-12.501250267028809,0.2189228236675262,0.2353676840399219,0.0822915274093609,0.3720499202609062,0.2167634069919586,0.2246835678815841,0.2366689443588256,0.2163049578666687,-6.597088813781738,-6.547811377364977,1.5365835620783883,8.012735366821289,-6.640250444412232,-6.484286308288574,-6.258587837219238,-6.649334907531738,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0001,A4,A4_master.geojson,0,crown_0001,1,Neem,Neem,clean,,,,,77.19885886651342,28.54283481484576,1,0,0,0,0,0,0,113,4,-6.025051593780518,-5.799372162439127,1.3089387347766444,7.6419997215271,-5.987413167953491,-6.3465576171875,-5.513764381408691,-5.992687225341797,-11.564859390258787,-11.49425350459276,1.2062308585149843,5.800803184509277,-11.231273174285889,-11.832950592041016,-11.393194198608398,-11.970272064208984,0.27086141705513,0.2809058671108389,0.0982737456785811,0.6100104376673698,0.2771738022565841,0.2656538486480713,0.2963884770870209,0.2535386085510254,-5.6740403175354,-5.75935338661734,1.4321317903390371,7.91192102432251,-5.585386991500855,-5.757914066314697,-5.289233207702637,-5.959572792053223,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0002,A4,A4_master.geojson,1,crown_0002,2,Anjan,Anjan,clean,,,,,77.19855977680963,28.54311626075189,-1,-1,-1,-1,-1,-1,-1,113,4,-7.685177326202393,-7.604946123815216,1.2112191646582735,6.006173610687256,-7.1469550132751465,-7.979788780212402,-7.437256813049316,-8.08794116973877,-13.278932571411133,-13.318623838171495,1.2504589273917788,6.528317451477051,-12.551743030548096,-13.97316074371338,-12.92363739013672,-13.66285514831543,0.2819287478923797,0.2867330066134444,0.0844568078707595,0.4787104427814483,0.2854214757680893,0.2802138328552246,0.2941345870494842,0.2626518607139587,-5.498607635498047,-5.603915746233104,1.242921970835649,6.621129035949707,-5.445135116577148,-5.525104522705078,-5.314538955688477,-5.806195259094238,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0003,A4,A4_master.geojson,2,crown_0003,3,Pilkhan,Pilkhan,clean,,,,,77.19875583059142,28.54306985888179,2,1,0,0,0,0,0,113,4,-6.714809417724609,-6.576114933047674,1.1028157203732691,5.729529142379761,-6.218853235244751,-6.845512390136719,-6.764267921447754,-6.740710258483887,-12.171714782714844,-12.228719027696458,0.9903085884265858,4.805035591125488,-11.749915599822998,-12.73399543762207,-11.941774368286133,-12.436345100402832,0.2759397625923157,0.2881263831416062,0.0805399506774588,0.5668706372380257,0.3070255219936371,0.2574363946914673,0.2993128895759582,0.2570656538009643,-5.592102527618408,-5.569244519799157,1.1884768152872136,7.544632434844971,-5.128349542617798,-5.8935546875,-5.239246845245361,-5.899810314178467,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0004,A4,A4_master.geojson,3,crown_0004,4,Maulsari,Maulsari,clean,,,,,77.19891309161919,28.54299955887342,0,0,0,0,0,0,0,113,4,-6.251623630523682,-6.13287270807587,1.1909751193669824,6.20888614654541,-6.144247055053711,-6.412514686584473,-6.282926559448242,-6.478347301483154,-11.746448516845703,-11.656532228520486,1.020203685536956,4.766057968139648,-11.50242519378662,-12.274977684020996,-11.52915096282959,-11.852178573608398,0.2872296273708343,0.2922110707886451,0.0948916151566377,0.6107978224754333,0.289636567234993,0.2838268280029297,0.3232324719429016,0.2818857133388519,-5.4238481521606445,-5.56644279133957,1.3872747223358002,7.922606468200684,-5.382928371429443,-5.4696784019470215,-4.91615104675293,-5.502768516540527,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0008,A4,A4_master.geojson,7,crown_0008,8,Sheesham,Sheesham,clean,,,,,77.19864323733334,28.54274911968606,2,1,0,0,0,0,0,113,4,-7.6285529136657715,-7.55253892451261,1.3149767906087046,6.874679327011108,-7.471170425415039,-8.055665969848633,-7.361639499664307,-7.6285529136657715,-13.668160438537598,-13.53834391906198,1.2257862421292292,5.617731094360352,-13.361359119415283,-13.862174987792969,-13.273309707641602,-13.61868667602539,0.2612774670124054,0.2673896009811258,0.0869931908968605,0.4496897086501121,0.2625364512205124,0.2670506238937378,0.2630888819694519,0.2243335545063018,-5.830961227416992,-5.964681703432471,1.4318656497791946,7.247507810592651,-5.8105103969573975,-5.7464776039123535,-5.8000898361206055,-6.491213798522949,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0009,A4,A4_master.geojson,8,crown_0009,9,Banyan,Banyan,clean,,,,,77.19906575199302,28.54316670766001,1,0,0,0,0,0,0,113,4,-6.652479648590088,-6.57844727440218,1.1960886232621342,6.25201416015625,-6.300219297409058,-6.994218826293945,-6.571658134460449,-7.095226287841797,-12.218456268310549,-12.256708769671684,1.0909412323551422,6.127544403076172,-11.88274621963501,-12.704916954040527,-12.04172706604004,-12.25760555267334,0.2805522382259369,0.2863783092625373,0.091675136010852,0.4363044947385788,0.2396009266376495,0.2767441570758819,0.3179462552070617,0.2910082936286926,-5.520047187805176,-5.67123727671868,1.466738869449244,7.709262847900391,-6.2829909324646,-5.590090751647949,-4.976467132568359,-5.361336708068848,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0015,A4,A4_master.geojson,14,crown_0015,15,Arjun,Arjun,clean,,,,,77.19908111894203,28.54330513647905,2,1,0,0,0,0,0,113,4,-7.283416748046875,-7.304743184452564,1.183283326686009,5.626326084136963,-6.846513986587524,-8.15450668334961,-7.266520023345947,-7.476780891418457,-12.789373397827148,-12.864115149573944,1.0554619686005942,5.227148056030273,-12.461005687713625,-13.310626029968262,-12.770112037658691,-13.220455169677734,0.2843498289585113,0.2884921182309631,0.1025748012466364,0.5670576393604279,0.2509229332208633,0.286623865365982,0.2882058024406433,0.2876473665237427,-5.461778163909912,-5.675377816225575,1.5591955726591396,7.985358238220215,-6.006084442138672,-5.438054084777832,-5.403046131134033,-5.413774490356445,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0017,A4,A4_master.geojson,16,crown_0017,17,Arjun,Arjun,clean,,,,,77.1985054410741,28.54334167937513,2,1,0,0,0,0,0,113,4,-7.232132911682129,-7.210850226140655,1.102696145581935,5.418537139892578,-6.649189472198486,-8.036855697631836,-7.175633430480957,-7.439764022827148,-13.164342880249023,-13.232627851773152,1.135115548905727,5.829275131225586,-12.54318904876709,-13.50934600830078,-13.248148918151855,-14.067538261413574,0.2547366023063659,0.2638852343095087,0.0809582937590239,0.4665158614516258,0.2665077000856399,0.2482962310314178,0.2584405541419983,0.2191850244998932,-5.939115047454834,-5.989551757289245,1.329735608147296,7.603440761566162,-5.744258403778076,-6.05029821395874,-5.8830885887146,-6.621884822845459,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0018,A4,A4_master.geojson,17,crown_0018,18,Banyan,Banyan,clean,,,,,77.19907157736003,28.543544864621616,1,0,0,0,0,0,0,113,4,-7.73940372467041,-7.861298143336203,1.1440655087781748,5.807512283325195,-7.300902366638184,-8.198723793029785,-7.417477607727051,-8.381685256958008,-13.395203590393066,-13.440558669841394,1.0215602366527798,4.6302995681762695,-12.992391109466553,-13.635793685913086,-13.600926399230955,-13.66856575012207,0.2984130382537842,0.2941823107874499,0.0970506756703248,0.5885234847664833,0.2859424203634262,0.3164685368537903,0.252848356962204,0.3216778039932251,-5.251822471618652,-5.548139162823162,1.4420607146890188,7.9912109375,-5.437214374542236,-4.996694564819336,-5.971399307250977,-4.925788879394531,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0021,A4,A4_master.geojson,20,crown_0021,21,Pilkhan,Pilkhan,clean,,,,,77.19926508155325,28.54271043419373,2,1,0,0,0,0,0,113,4,-5.297768592834473,-5.074773104185551,1.4279126944686826,8.207297876477242,-5.185657501220703,-5.651416778564453,-5.261624336242676,-5.375510215759277,-10.730439186096191,-10.76608561203543,1.2029405185192776,7.000215530395508,-10.686959266662598,-11.227453231811523,-10.277421951293944,-11.421613693237305,0.2707607746124267,0.2805739537013315,0.0921478064967998,0.4783498644828796,0.2796438932418823,0.2632533311843872,0.2805150151252746,0.2523622214794159,-5.674203872680664,-5.763409319177138,1.4694497470507812,7.563431739807129,-5.534724473953247,-5.796266555786133,-5.520698547363281,-5.9876708984375,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0025,A4,A4_master.geojson,24,crown_0025,25,Pilkhan,Pilkhan,clean,,,,,77.1995549206011,28.543020578804903,2,1,0,0,0,0,0,113,4,-6.200465202331543,-6.206324887486685,1.1877690085993744,5.9293053150177,-5.727950811386108,-6.403531551361084,-6.2151594161987305,-7.16242790222168,-12.225435256958008,-12.2678867525759,1.04047577703572,4.848313331604004,-11.755256175994871,-12.452260971069336,-11.724960327148438,-13.193077087402344,0.2435618042945861,0.2603725064381034,0.0815725523614362,0.4077260345220566,0.233338363468647,0.2313068211078643,0.272267073392868,0.259595513343811,-6.133906841278076,-6.052252583799109,1.3514488230492792,7.694865703582764,-6.321350336074829,-6.3581156730651855,-5.65004825592041,-5.857027530670166,"2022,2023,2024,2025",113,buffer,20.0
A4:crown_0030,A4,A4_master.geojson,29,crown_0030,30,Cassia,Cassia,clean,,,,,77.1995033856865,28.542677784279423,-1,-1,-1,-1,-1,-1,-1,113,4,-6.481575012207031,-6.426211994306176,1.1084679372348678,5.831372261047363,-5.8966593742370605,-6.45786190032959,-6.505937576293945,-7.135334968566895,-12.44215965270996,-12.525522645595856,1.0469205118225875,5.356660842895508,-12.23451805114746,-12.716344833374023,-12.18961238861084,-13.30808925628662,0.2546046376228332,0.2661225781240294,0.0876141214307194,0.4278136640787124,0.2671980261802673,0.2201150059700012,0.2800816297531128,0.2292951047420501,-5.948234558105469,-5.990815996068768,1.4612293762087871,7.255436897277832,-5.737951755523682,-6.577924728393555,-5.533279895782471,-6.396052360534668,"2022,2023,2024,2025",113,buffer,20.0
