crown_uid,area,species_clean,species_raw,species_status,tree_type_raw,lon,lat,label_acacia,label_esd,label_deciduous,label_yellow_strict,label_yellow_broad,label_red_showy,label_showy_flower,winter_B2,winter_B3,winter_B4,winter_B5,winter_B6,winter_B7,winter_B8,winter_B8A,winter_B11,winter_B12,winter_NDVI,winter_GNDVI,winter_NDRE,winter_NDMI,winter_NBR,winter_EVI,winter_blue_ratio,winter_green_ratio,winter_red_ratio,winter_yellow_proxy,winter_valid_pixels_median,winter_valid_pixels_max,premonsoon_B2,premonsoon_B3,premonsoon_B4,premonsoon_B5,premonsoon_B6,premonsoon_B7,premonsoon_B8,premonsoon_B8A,premonsoon_B11,premonsoon_B12,premonsoon_NDVI,premonsoon_GNDVI,premonsoon_NDRE,premonsoon_NDMI,premonsoon_NBR,premonsoon_EVI,premonsoon_blue_ratio,premonsoon_green_ratio,premonsoon_red_ratio,premonsoon_yellow_proxy,premonsoon_valid_pixels_median,premonsoon_valid_pixels_max,monsoon_B2,monsoon_B3,monsoon_B4,monsoon_B5,monsoon_B6,monsoon_B7,monsoon_B8,monsoon_B8A,monsoon_B11,monsoon_B12,monsoon_NDVI,monsoon_GNDVI,monsoon_NDRE,monsoon_NDMI,monsoon_NBR,monsoon_EVI,monsoon_blue_ratio,monsoon_green_ratio,monsoon_red_ratio,monsoon_yellow_proxy,monsoon_valid_pixels_median,monsoon_valid_pixels_max,postmonsoon_B2,postmonsoon_B3,postmonsoon_B4,postmonsoon_B5,postmonsoon_B6,postmonsoon_B7,postmonsoon_B8,postmonsoon_B8A,postmonsoon_B11,postmonsoon_B12,postmonsoon_NDVI,postmonsoon_GNDVI,postmonsoon_NDRE,postmonsoon_NDMI,postmonsoon_NBR,postmonsoon_EVI,postmonsoon_blue_ratio,postmonsoon_green_ratio,postmonsoon_red_ratio,postmonsoon_yellow_proxy,postmonsoon_valid_pixels_median,postmonsoon_valid_pixels_max,NDVI_amp,GNDVI_amp,NDRE_amp,NDMI_amp,NBR_amp,EVI_amp,green_ratio_amp,red_ratio_amp,yellow_proxy_amp,stac_year,geometry_mode,buffer_meters,stac_item_count
SV_S1:crown_0001,SV_S1,Prosopis Juliflora,Prosopis Juliflora,clean,Acacia,77.17585423028552,28.532057397420136,1,-1,-1,-1,-1,-1,-1,0.14954999834299088,0.1628499999642372,0.14670000225305557,0.17875000089406967,0.2808999866247177,0.3053499907255173,0.3121500015258789,0.3214000016450882,0.2330000028014183,0.16575000435113907,0.3735169917345047,0.32605746388435364,0.28519920259714127,0.13653284311294556,0.30789075791835785,0.3977271765470505,0.3231794238090515,0.35670387744903564,0.32109974324703217,0.6768204867839813,9.0,9,0.1431499943137169,0.16489999741315842,0.14944999665021896,0.20629999786615372,0.3018999993801117,0.32670000195503235,0.33880001306533813,0.34310001134872437,0.2795500010251999,0.21159999817609787,0.36987537145614624,0.31874141097068787,0.24176905304193497,0.09370028227567673,0.2147841602563858,0.38717399537563324,0.3118979185819626,0.3623081147670746,0.3278097063302994,0.6881020963191986,9.0,9,0.12939999625086784,0.16014999896287918,0.1416500061750412,0.2206999957561493,0.31370000541210175,0.3431999981403351,0.3611000031232834,0.3571000099182129,0.28395000100135803,0.21460000425577164,0.4286540150642395,0.37547093629837036,0.24201343953609467,0.11419149115681648,0.2438720539212227,0.43432173132896423,0.3054187595844269,0.36862653493881226,0.33172138035297394,0.6945811808109283,4.5,9,0.12270000204443932,0.14665000140666962,0.13334999978542328,0.17810000479221344,0.28949999809265137,0.3197000026702881,0.3208499997854233,0.3376000076532364,0.24970000237226486,0.17355000227689743,0.4245458096265793,0.3906092792749405,0.31508901715278625,0.12433325871825218,0.2938598543405533,0.39022450149059296,0.3068671077489853,0.36341914534568787,0.32874399423599243,0.6931329369544983,9.0,9,0.05877864360809326,0.07186786830425262,0.07331996411085129,0.04283256083726883,0.09310659766197205,0.047147735953330994,0.011922657489776611,0.010621637105941772,0.01776069402694702,2024,buffer,10.0,16
SV_S1:crown_0002,SV_S1,Prosopis Juliflora,Prosopis Juliflora,clean,Acacia,77.17597511725991,28.53206116694076,1,-1,-1,-1,-1,-1,-1,0.14595000073313713,0.15940000116825104,0.1437000036239624,0.18095000088214874,0.2903999984264374,0.3147999942302704,0.3246000111103058,0.3308500051498413,0.23754999786615372,0.1668500006198883,0.39013370871543884,0.340610608458519,0.29269006848335266,0.154191754758358,0.32374122738838196,0.413928359746933,0.32180656492710114,0.3573889881372452,0.32067379355430603,0.6781933605670929,9.0,9,0.13619999587535858,0.15960000455379486,0.14270000159740448,0.2057499960064888,0.3090500086545944,0.3368000090122223,0.37939999997615814,0.35374999046325684,0.27925001084804535,0.20899999886751175,0.4562813639640808,0.4146887958049774,0.26199735701084137,0.1609564572572708,0.29564787447452545,0.4843457490205765,0.31134963035583496,0.3609765022993088,0.3282424658536911,0.6886503398418427,9.0,9,0.13494999706745148,0.1659500002861023,0.14514999836683273,0.217849999666214,0.32510000467300415,0.3587000072002411,0.38920000195503235,0.37265001237392426,0.28335000574588776,0.21079999953508377,0.4468332976102829,0.39391300082206726,0.26034094393253326,0.15771164000034332,0.2992503494024277,0.48022665083408356,0.30221742391586304,0.370592400431633,0.3280201107263565,0.6977826356887817,4.5,9,0.12234999984502792,0.14774999767541885,0.13224999606609344,0.17949999868869781,0.29465000331401825,0.32350000739097595,0.359949991106987,0.34915000200271606,0.2540000081062317,0.17549999803304672,0.45147067308425903,0.413126677274704,0.3232792019844055,0.172130286693573,0.33873508870601654,0.46484485268592834,0.30409055948257446,0.36351005733013153,0.32979026436805725,0.6959095299243927,9.0,9,0.06614765524864197,0.07407818734645844,0.06293825805187225,0.017938531935214996,0.04308721423149109,0.0704173892736435,0.013203412294387817,0.00911647081375122,0.019589275121688843,2024,buffer,10.0,16
SV_S1:crown_0003,SV_S1,,,missing,,77.17596269648199,28.532502853202793,1,-1,-1,-1,-1,-1,-1,0.14010000228881836,0.15574999898672104,0.1407499983906746,0.17544999718666077,0.27809999883174896,0.3050999939441681,0.28779999911785126,0.32325001060962677,0.2435000017285347,0.17059999704360962,0.34511904418468475,0.3008589744567871,0.29428163170814514,0.08518432453274727,0.2585010826587677,0.3387129306793213,0.32135725021362305,0.3561418503522873,0.3206457197666168,0.678642749786377,9.0,9,0.1352500021457672,0.15474999696016312,0.14265000075101852,0.21005000174045563,0.30275000631809235,0.32954999804496765,0.3540000021457672,0.3465999960899353,0.28849999606609344,0.2195499986410141,0.4317225217819214,0.39983487129211426,0.2496010735630989,0.1157221682369709,0.24774914979934692,0.4480586647987366,0.31375852227211,0.357224240899086,0.3274313658475876,0.6862414181232452,9.0,9,0.13419999927282333,0.16700000315904617,0.1497499942779541,0.2272000014781952,0.31835000216960907,0.3490999937057495,0.3757999986410141,0.3636000007390976,0.29314999282360077,0.2228499948978424,0.4443180561065674,0.38869182765483856,0.22787059098482132,0.12887930870056152,0.2714500427246094,0.4641774594783783,0.2998180091381073,0.37143953144550323,0.3280910402536392,0.7001820206642151,4.5,9,0.12384999915957451,0.1454000025987625,0.13120000064373016,0.18129999935626984,0.2950499951839447,0.325750008225441,0.3240499943494797,0.3463999927043915,0.25804999470710754,0.17790000140666962,0.42233188450336456,0.38568997383117676,0.3239806890487671,0.11132634058594704,0.2905171066522598,0.40012986958026886,0.3072061985731125,0.3625882565975189,0.3288242220878601,0.6927937865257263,9.0,9,0.09919901192188263,0.09897589683532715,0.09611009806394577,0.043694984167814255,0.0427679568529129,0.125464528799057,0.015297681093215942,0.008178502321243286,0.021539270877838135,2024,buffer,10.0,16
SV_S1:crown_0004,SV_S1,,,missing,,77.17605027752465,28.531950778280105,1,-1,-1,-1,-1,-1,-1,0.14604999870061874,0.16030000150203705,0.1437000036239624,0.18194999545812607,0.2911500036716461,0.3132999986410141,0.35040000081062317,0.3309500068426132,0.23754999786615372,0.16689999401569366,0.41566574573516846,0.3652419447898865,0.29478150606155396,0.19337403029203415,0.3500988334417343,0.4580203890800476,0.32292668521404266,0.357747420668602,0.3199865072965622,0.6770732998847961,9.0,9,0.13614999502897263,0.16039999574422836,0.14570000022649765,0.20524999499320984,0.3187500089406967,0.3546000123023987,0.381400004029274,0.37209999561309814,0.2797999978065491,0.20830000191926956,0.44647522270679474,0.40644536912441254,0.2777937650680542,0.16236107051372528,0.2927858978509903,0.4794510751962662,0.3082596957683563,0.36321157217025757,0.328048899769783,0.6917403340339661,9.0,9,0.1384500041604042,0.17669999599456787,0.15354999899864197,0.21765000373125076,0.34915000200271606,0.3836999982595444,0.40230000019073486,0.3986999988555908,0.28360000252723694,0.20920000225305557,0.45110921561717987,0.394206702709198,0.29763154685497284,0.17431031167507172,0.3141247034072876,0.4879583716392517,0.2985561192035675,0.3757619261741638,0.32712821662425995,0.7014438807964325,4.5,9,0.12314999848604202,0.14909999817609787,0.1344500035047531,0.1784999966621399,0.29410000145435333,0.3237000107765198,0.36730000376701355,0.34834998846054077,0.2540000081062317,0.17604999989271164,0.4636041820049286,0.4316498935222626,0.3266155421733856,0.18583150207996368,0.3511061519384384,0.47347061336040497,0.3016500174999237,0.3639693707227707,0.3296663463115692,0.6983499228954315,9.0,9,0.04793843626976013,0.0664079487323761,0.04882177710533142,0.03101295977830887,0.05832025408744812,0.0299379825592041,0.01801450550556183,0.009679839015007019,0.024370580911636353,2024,buffer,10.0,16
SV_S1:crown_0005,SV_S1,,,missing,,77.17625979344919,28.53191261246074,0,-1,-1,-1,-1,-1,-1,0.14339999854564667,0.16099999845027924,0.14259999990463257,0.18585000187158585,0.29079999029636383,0.31415000557899475,0.3422999978065491,0.3330499976873398,0.2355000004172325,0.16609999537467957,0.41571082174777985,0.36939191818237305,0.2809547334909439,0.18202375620603561,0.34540075063705444,0.441512793302536,0.3217029720544815,0.3599373996257782,0.3192945271730423,0.6782970130443573,7.0,7,0.13569999486207962,0.16089999675750732,0.1489500030875206,0.21035000681877136,0.3387500047683716,0.37644998729228973,0.3545999974012375,0.39729999005794525,0.2860500067472458,0.20909999310970306,0.4010813534259796,0.3727124333381653,0.29585863649845123,0.10566458478569984,0.24951566755771637,0.4066608250141144,0.3052690774202347,0.358089417219162,0.332881361246109,0.6947309374809265,7.0,7,0.13655000180006027,0.17554999887943268,0.1570500060915947,0.22455000132322311,0.3726000040769577,0.4149499982595444,0.38500000536441803,0.43355000019073486,0.29030001163482666,0.2089499980211258,0.4295375198125839,0.367958128452301,0.3173585683107376,0.15042492747306824,0.3002150356769562,0.44517354667186737,0.29076991975307465,0.37710870802402496,0.3318868577480316,0.7092300951480865,3.5,7,0.12160000205039978,0.148499995470047,0.13334999978542328,0.1782499998807907,0.28110000491142273,0.3088500052690506,0.3487499952316284,0.33139999210834503,0.24845000356435776,0.17430000007152557,0.44385330379009247,0.41394446790218353,0.30788467824459076,0.16516917943954468,0.3320748955011368,0.41809573769569397,0.3007134199142456,0.3647759109735489,0.33107440173625946,0.6992865800857544,7.0,7,0.042771950364112854,0.04598633944988251,0.0364038348197937,0.07635917142033577,0.09588508307933807,0.03851272165775299,0.019019290804862976,0.013586834073066711,0.030933082103729248,2024,buffer,10.0,16
SV_S1:crown_0006,SV_S1,,,missing,,77.17566411485164,28.532381072634674,0,-1,-1,-1,-1,-1,-1,0.1440499983727932,0.15724999457597733,0.14160000160336494,0.17265000194311142,0.259100005030632,0.279449999332428,0.35625000298023224,0.2971999943256378,0.23204999417066574,0.17229999601840973,0.4237150698900223,0.38160111010074615,0.25980035215616226,0.2077290117740631,0.34674644470214844,0.46747298538684845,0.323470801115036,0.35588736832141876,0.319498747587204,0.6765292286872864,7.0,7,0.1344500035047531,0.1651499941945076,0.1476999968290329,0.2131500020623207,0.2714499980211258,0.2916499972343445,0.3880000114440918,0.3073500096797943,0.2986000031232834,0.23874999582767487,0.44414767622947693,0.4048590213060379,0.18180275708436966,0.14022143930196762,0.250584676861763,0.4616256356239319,0.29981328547000885,0.3643912225961685,0.33444714546203613,0.70018669962883,7.0,7,0.13329999893903732,0.17339999973773956,0.14970000088214874,0.23104999959468842,0.2846999913454056,0.30115000903606415,0.4303999990224838,0.3205000013113022,0.31129999458789825,0.2502000033855438,0.48458659648895264,0.42985357344150543,0.16124272346496582,0.16517845541238785,0.2676784545183182,0.5250825881958008,0.29128576815128326,0.37625332176685333,0.3309942036867142,0.7087142169475555,3.5,7,0.12245000153779984,0.1464499980211258,0.13080000132322311,0.17695000022649765,0.2985000014305115,0.3335999995470047,0.34735000133514404,0.3506999909877777,0.2518499940633774,0.1745000034570694,0.44256581366062164,0.40026721358299255,0.3322141170501709,0.15260011702775955,0.3235342502593994,0.4400310814380646,0.3054966628551483,0.3643287122249603,0.3289399892091751,0.6945033371448517,7.0,7,0.06087152659893036,0.04825246334075928,0.17097139358520508,0.06750757247209549,0.09616176784038544,0.0850515067577362,0.02036595344543457,0.014948397874832153,0.032184988260269165,2024,buffer,10.0,16
SV_S1:crown_0007,SV_S1,,,missing,,77.17633432529188,28.5321887790325,1,-1,-1,-1,-1,-1,-1,0.13877499848604202,0.15697499364614487,0.13887500017881393,0.1828249990940094,0.30115000903606415,0.33285000920295715,0.35305002331733704,0.35305000841617584,0.24370000511407852,0.16644999384880066,0.43689438700675964,0.3899088501930237,0.3175545185804367,0.18263521045446396,0.35886648297309875,0.4648488461971283,0.31822480261325836,0.36126381158828735,0.32106295228004456,0.6817751526832581,8.0,8,0.1422250047326088,0.17270000278949738,0.16317500174045563,0.20315000414848328,0.3182249963283539,0.35682499408721924,0.3596999943256378,0.3741749972105026,0.2804249972105026,0.21025000512599945,0.3829193562269211,0.3665875792503357,0.283007875084877,0.12091385573148727,0.26003819704055786,0.3961377590894699,0.300592839717865,0.3573542833328247,0.34150952100753784,0.699407160282135,8.0,8,0.14477500319480896,0.18527500331401825,0.17509999871253967,0.22082499414682388,0.36137500405311584,0.40129999816417694,0.3641500025987625,0.4180999994277954,0.2829500138759613,0.2046000063419342,0.35069502890110016,0.32807818055152893,0.3090777099132538,0.12599603831768036,0.27947890758514404,0.3553933948278427,0.2864142209291458,0.3637324124574661,0.34722112119197845,0.713585764169693,4.0,8,0.12207500264048576,0.1488500013947487,0.13210000097751617,0.18124999105930328,0.30307500064373016,0.3382999897003174,0.3678999990224838,0.35877498984336853,0.25760000944137573,0.1754000037908554,0.4568368196487427,0.42179983854293823,0.3303620219230652,0.1748044639825821,0.3475036174058914,0.47234274446964264,0.3028873950242996,0.36470355093479156,0.3303535282611847,0.697112649679184,8.0,8,0.10614179074764252,0.0937216579914093,0.04735414683818817,0.061721354722976685,0.0988282859325409,0.11694934964179993,0.007349267601966858,0.0261581689119339,0.031810611486434937,2024,buffer,10.0,16
SV_S1:crown_0008,SV_S1,,,missing,,77.17613758200513,28.532532784201305,1,-1,-1,-1,-1,-1,-1,0.137424997985363,0.15119999647140503,0.13852500542998314,0.17900000512599945,0.2930999994277954,0.32272499799728394,0.27812501788139343,0.3418249785900116,0.2486249953508377,0.17127500474452972,0.34009863436222076,0.29620370268821716,0.3127092868089676,0.05103325843811035,0.23543088138103485,0.3305519223213196,0.32308489084243774,0.3542660027742386,0.3237222135066986,0.6769151091575623,8.0,8,0.13454999774694443,0.1548750028014183,0.14402499794960022,0.21392500400543213,0.302700012922287,0.32922500371932983,0.3557000011205673,0.3462750017642975,0.29350000619888306,0.2247999981045723,0.41791146993637085,0.3869314342737198,0.2342524528503418,0.07855252921581268,0.20254549384117126,0.42978519201278687,0.3084915578365326,0.3575192987918854,0.3304292559623718,0.6915084719657898,8.0,8,0.13615000247955322,0.16840000450611115,0.1519250050187111,0.23162499070167542,0.33467499911785126,0.3596250116825104,0.37674999237060547,0.3770250082015991,0.2974500060081482,0.22269999980926514,0.42766672372817993,0.37074393033981323,0.23351863026618958,0.11646221578121185,0.2555558532476425,0.4481581002473831,0.2998647689819336,0.37144196033477783,0.3290574848651886,0.7001352608203888,4.0,8,0.12084999680519104,0.1421249955892563,0.12870000302791595,0.18332499265670776,0.30125001072883606,0.3322000056505203,0.2941250056028366,0.35542500019073486,0.2624499946832657,0.17949999868869781,0.3931729644536972,0.355429470539093,0.3273959457874298,0.056294310837984085,0.240578755736351,0.34515848755836487,0.30881334841251373,0.36152322590351105,0.3293347805738449,0.6911866068840027,8.0,8,0.08756808936595917,0.09072773158550262,0.09387731552124023,0.0654289573431015,0.05301035940647125,0.11760617792606354,0.017175957560539246,0.006707042455673218,0.023220151662826538,2024,buffer,10.0,16
SV_S1:crown_0009,SV_S1,,,missing,,77.1761025518063,28.532431975142792,0,-1,-1,-1,-1,-1,-1,0.13734999671578407,0.15195000171661377,0.13920000195503235,0.1809999942779541,0.2922999858856201,0.3228999972343445,0.28095000982284546,0.3400000035762787,0.24579999595880508,0.17080000042915344,0.33350181579589844,0.2943817377090454,0.30646659433841705,0.06737712398171425,0.24467957019805908,0.3229503482580185,0.3211321383714676,0.35543547570705414,0.32308216392993927,0.6788678169250488,9.0,9,0.13575000315904617,0.15480000525712967,0.14270000159740448,0.21299999952316284,0.3100000023841858,0.3377000093460083,0.3611000031232834,0.35705000162124634,0.2855999916791916,0.21560000628232956,0.4247681051492691,0.39080946147441864,0.2571662664413452,0.10628095269203186,0.24202576279640198,0.4427516907453537,0.3101002126932144,0.3577108830213547,0.32861194014549255,0.6898998022079468,9.0,9,0.13539999723434448,0.16820000112056732,0.14854999631643295,0.22794999927282333,0.34314998984336853,0.3718000054359436,0.37709999084472656,0.3860500007867813,0.28894999623298645,0.21485000103712082,0.4361194223165512,0.3860066533088684,0.25981076806783676,0.12992484867572784,0.27421116828918457,0.4584873467683792,0.29912643134593964,0.3720855563879013,0.3292483538389206,0.7008735835552216,4.5,9,0.12069999799132347,0.14109999686479568,0.12929999828338623,0.18319999426603317,0.29919999837875366,0.33070001006126404,0.2893500030040741,0.35314999520778656,0.2608499974012375,0.1785000041127205,0.3744077682495117,0.3437182903289795,0.32132305204868317,0.049605561420321465,0.23179588466882706,0.3436661809682846,0.3093913793563843,0.35953208804130554,0.33012625575065613,0.6906086206436157,9.0,9,0.10261760652065277,0.09642772376537323,0.06415678560733795,0.08031928725540638,0.04241528362035751,0.13553699851036072,0.016650080680847168,0.007044091820716858,0.02200576663017273,2024,buffer,10.0,16
SV_S1:crown_0010,SV_S1,,,missing,,77.17604460678523,28.53207729999476,1,-1,-1,-1,-1,-1,-1,0.14464999735355377,0.15980000793933868,0.14274999499320984,0.18209999799728394,0.2943499982357025,0.3222750127315521,0.3491249978542328,0.3355250060558319,0.24137499928474426,0.16869999468326569,0.4133383333683014,0.3644329607486725,0.29785364866256714,0.17798537760972977,0.3463229387998581,0.45562782883644104,0.3212212920188904,0.3585992455482483,0.32061490416526794,0.6787787675857544,8.0,8,0.13599999994039536,0.15982499718666077,0.14422499388456345,0.20464999973773956,0.31347499787807465,0.3445499986410141,0.3882000148296356,0.3583250045776367,0.2796249985694885,0.2088249996304512,0.4580652713775635,0.41844332218170166,0.266902819275856,0.16871611773967743,0.30382193624973297,0.4980049431324005,0.3089778274297714,0.362374022603035,0.32941003143787384,0.6910221874713898,8.0,8,0.13850000500679016,0.17504999786615372,0.15330000221729279,0.21790000051259995,0.33387498557567596,0.3652249872684479,0.40049998462200165,0.38332499563694,0.2837250083684921,0.2097500041127205,0.448550283908844,0.3937549889087677,0.2720430791378021,0.17080305516719818,0.3120698630809784,0.4838237166404724,0.29680511355400085,0.37522900104522705,0.32667654752731323,0.7031949162483215,4.0,8,0.12305000424385071,0.14982499182224274,0.13482499867677689,0.17935000360012054,0.29762499034404755,0.33059999346733093,0.36754998564720154,0.35394999384880066,0.2569500058889389,0.17765000462532043,0.45549729466438293,0.42082273960113525,0.32916511595249176,0.17898184061050415,0.3500320613384247,0.475058913230896,0.3024681955575943,0.3639991879463196,0.32986485958099365,0.6975317597389221,8.0,8,0.044726938009262085,0.05638977885246277,0.06226229667663574,0.010265722870826721,0.04621012508869171,0.04237711429595947,0.01662975549697876,0.009249955415725708,0.02441614866256714,2024,buffer,10.0,16
SV_S1:crown_0011,SV_S1,,,missing,,77.17597161055616,28.53193088205531,1,-1,-1,-1,-1,-1,-1,0.1506500020623207,0.16270000487565994,0.14580000191926956,0.17935000360012054,0.28519999980926514,0.3092000037431717,0.32615000009536743,0.3260499984025955,0.23149999976158142,0.1657000035047531,0.39013370871543884,0.34291940927505493,0.29215310513973236,0.1606912538409233,0.3285142034292221,0.4156458377838135,0.3245851397514343,0.35622255504131317,0.3198609799146652,0.6754148602485657,7.0,7,0.1375499963760376,0.15990000218153,0.14545000344514847,0.20604999363422394,0.3083000034093857,0.34139999747276306,0.381400004029274,0.35635000467300415,0.27925001084804535,0.20900000631809235,0.44647522270679474,0.40644536912441254,0.2523299381136894,0.16236107051372528,0.2927858978509903,0.4794510751962662,0.3116095960140228,0.363137885928154,0.3279292434453964,0.6883903741836548,7.0,7,0.1311499997973442,0.16174999624490738,0.1445000022649765,0.22089999914169312,0.32510000467300415,0.35954999923706055,0.3942999988794327,0.3779499977827072,0.28290000557899475,0.21045000106096268,0.4488934427499771,0.39446882903575897,0.2625933885574341,0.16556474566459656,0.3055208623409271,0.48985108733177185,0.3020072281360626,0.369882732629776,0.3291015177965164,0.6979927718639374,3.5,7,0.12234999984502792,0.14694999903440475,0.1324000060558319,0.17570000141859055,0.2858999967575073,0.3186500072479248,0.359949991106987,0.3366499990224838,0.2483999952673912,0.17384999990463257,0.4642959535121918,0.42773252725601196,0.32031431794166565,0.1840418055653572,0.3482925146818161,0.47376686334609985,0.30452658236026764,0.3621944785118103,0.32981154322624207,0.6954734027385712,7.0,7,0.07416224479675293,0.08481311798095703,0.06798437982797623,0.0233505517244339,0.055506616830825806,0.07420524954795837,0.01366017758846283,0.009950563311576843,0.022577911615371704,2024,buffer,10.0,16
