feature,importance
postmonsoon_EVI,0.08395579198665927
postmonsoon_NDVI,0.0803308015127102
postmonsoon_GNDVI,0.068253891129091
postmonsoon_green_ratio,0.05889910558543973
winter_EVI,0.0423914143591375
winter_GNDVI,0.040902570469966114
postmonsoon_red_ratio,0.03962082524624297
monsoon_B4,0.038730561289177505
postmonsoon_NDRE,0.03627402006774218
postmonsoon_B8,0.03585285202764117
monsoon_EVI,0.030129210694952092
monsoon_NDVI,0.025193544030670575
postmonsoon_B7,0.024740912161507606
winter_NDVI,0.02459792178497318
monsoon_red_ratio,0.023495273137414077
EVI_amp,0.018813640349393642
postmonsoon_B8A,0.01869644202529038
postmonsoon_NBR,0.01804596103928212
winter_green_ratio,0.01803515877689417
NDRE_amp,0.01795716578494672
winter_B2,0.013418156269050891
postmonsoon_B2,0.009809807867117066
monsoon_B8,0.00919338252993991
NBR_amp,0.008422943987248969
NDVI_amp,0.008075409229139324
postmonsoon_NDMI,0.007391353433743352
monsoon_B8A,0.006915018355532343
premonsoon_GNDVI,0.0062333861295605555
monsoon_B2,0.00600853729274829
monsoon_NDRE,0.005977404252806482
premonsoon_EVI,0.005909855522713945
monsoon_B3,0.005840823679627355
monsoon_B5,0.005834848595907098
monsoon_NBR,0.005828103635069144
winter_B5,0.005580127076575276
NDMI_amp,0.005559954332499568
monsoon_GNDVI,0.004546126819907258
monsoon_green_ratio,0.004481375714993781
premonsoon_NDRE,0.004264185107100381
postmonsoon_B4,0.004163669766677712
green_ratio_amp,0.004008460299557644
postmonsoon_B3,0.003999234534080905
winter_B4,0.0038143963670549917
GNDVI_amp,0.0037937123688929594
premonsoon_B7,0.003654858579281269
winter_B8A,0.0035625019126731675
winter_red_ratio,0.0034963115902072453
monsoon_NDMI,0.003379119259013037
premonsoon_B3,0.003348501666930499
premonsoon_yellow_proxy,0.0032421033503769814
monsoon_B6,0.0032331954822874473
winter_NDMI,0.003100940693497932
yellow_proxy_amp,0.003083744659805521
premonsoon_blue_ratio,0.003045504166902049
winter_B11,0.002991192635681999
postmonsoon_B6,0.0029162018160598818
winter_B12,0.002907061597241794
premonsoon_B2,0.0028350451081103215
premonsoon_NDMI,0.002791407299142488
red_ratio_amp,0.0027875860465435953
winter_NBR,0.002677249490728169
monsoon_B12,0.0025932672253422733
premonsoon_B6,0.002411210523966886
winter_NDRE,0.002379641906957162
premonsoon_B5,0.0023447696821300612
premonsoon_B11,0.002230601446246793
winter_B6,0.0021883712719909906
monsoon_B7,0.0021586365177854064
postmonsoon_blue_ratio,0.002126617767897076
postmonsoon_B5,0.0020512812871899227
postmonsoon_yellow_proxy,0.002042521541485317
winter_blue_ratio,0.0019981603651316265
monsoon_blue_ratio,0.00197158773377174
winter_B8,0.0018821028448856613
premonsoon_red_ratio,0.001876411120008066
winter_B7,0.0018705683992469007
premonsoon_B12,0.0018299420033221023
premonsoon_NBR,0.0017594136499312506
monsoon_B11,0.0017048573137887393
premonsoon_B8A,0.0016802347534377502
premonsoon_NDVI,0.0015681785535642874
winter_B3,0.0015450739955635657
winter_yellow_proxy,0.0014355720376802766
monsoon_yellow_proxy,0.0013412634566345276
postmonsoon_B12,0.0012460268795672547
premonsoon_B8,0.0011000828487173523
premonsoon_green_ratio,0.0010019695734873482
postmonsoon_B11,0.0009728149456803533
premonsoon_B4,0.0007096753759849587
postmonsoon_valid_pixels_max,0.000657656227009658
postmonsoon_valid_pixels_median,0.00046957198888157955
monsoon_valid_pixels_max,0.00045763991838294703
monsoon_valid_pixels_median,0.0003685404073657273
winter_valid_pixels_median,0.00032635334383586086
premonsoon_valid_pixels_median,0.0002876021026486206
winter_valid_pixels_max,0.00026461573606985806
premonsoon_valid_pixels_max,0.00010730327324925006
stac_year,0.0
buffer_meters,0.0
stac_item_count,0.0
