model,decision,csv,label,split,holdout,n_train,n_test,train_counts,test_counts,accuracy,balanced_accuracy,macro_f1,confusion_matrix,labels,threshold
hist_gradient,default,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.6666666666666666,0.6031746031746031,0.6031746031746031,"[[16, 5], [5, 4]]","[0, 1]",
rf_balanced,threshold_cv,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.3333333333333333,0.5238095238095238,0.2822966507177033,"[[1, 20], [0, 9]]","[0, 1]",0.3
svc_rbf,default,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.4,0.5079365079365079,0.3973214285714286,"[[5, 16], [2, 7]]","[0, 1]",
rf_balanced,default,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.5666666666666667,0.5,0.4993581514762516,"[[14, 7], [6, 3]]","[0, 1]",
rf_deeper,threshold_cv,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.3,0.5,0.23076923076923078,"[[0, 21], [0, 9]]","[0, 1]",0.25
extra_trees_kbest,threshold_cv,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.3,0.5,0.23076923076923078,"[[0, 21], [0, 9]]","[0, 1]",0.3
logistic_l2,threshold_cv,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.3,0.5,0.23076923076923078,"[[0, 21], [0, 9]]","[0, 1]",0.4
extra_trees,default,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.6,0.49206349206349204,0.48863636363636365,"[[16, 5], [7, 2]]","[0, 1]",
extra_trees_kbest,default,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.6,0.49206349206349204,0.48863636363636365,"[[16, 5], [7, 2]]","[0, 1]",
extra_trees,threshold_cv,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.3,0.46825396825396826,0.2596944770857814,"[[1, 20], [1, 8]]","[0, 1]",0.35
logistic_l2,default,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.3,0.46825396825396826,0.2596944770857814,"[[1, 20], [1, 8]]","[0, 1]",
hist_gradient,threshold_cv,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.4,0.4444444444444444,0.3973214285714286,"[[7, 14], [4, 5]]","[0, 1]",0.15
svc_rbf,threshold_cv,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.3,0.4365079365079365,0.28,"[[2, 19], [2, 7]]","[0, 1]",0.3
rf_deeper,default,exports/gee_mean_2024_acacia_label_configs.csv,label_deciduous,leave_area_out,A2,312,30,"{0: 206, 1: 106}","{0: 21, 1: 9}",0.5333333333333333,0.4126984126984127,0.4034090909090909,"[[15, 6], [8, 1]]","[0, 1]",
