feature,importance
NBR_amp,0.027300977100478754
postmonsoon_EVI,0.024990723393856835
postmonsoon_B8,0.02231910880931304
postmonsoon_NDVI,0.020327215982825112
postmonsoon_GNDVI,0.019557326675410516
monsoon_red_ratio,0.018732757896672274
postmonsoon_green_ratio,0.017947053473081467
monsoon_B8,0.017150470597652876
monsoon_B4,0.01591038690481775
postmonsoon_NBR,0.01584323549986624
NDMI_amp,0.014523735559478885
winter_GNDVI,0.014397355071075835
NDRE_amp,0.014053410099709004
monsoon_blue_ratio,0.01404489820793178
postmonsoon_NDRE,0.013887378266031874
winter_yellow_proxy,0.013460225422815877
monsoon_B5,0.01343981913243732
winter_B8,0.01334610552130588
premonsoon_B8,0.013298597158601579
winter_blue_ratio,0.013211681266553543
monsoon_yellow_proxy,0.012997255082428091
EVI_amp,0.012695508660833875
premonsoon_B3,0.012680680257682935
monsoon_B3,0.012674873746281389
winter_B6,0.012411932166702118
premonsoon_red_ratio,0.012254764073697145
winter_B8A,0.012218522403718955
premonsoon_green_ratio,0.01214277336236238
premonsoon_B4,0.011580978422252048
winter_EVI,0.011558084385157354
winter_NDRE,0.011411543235299653
premonsoon_yellow_proxy,0.011404399809946621
monsoon_NDRE,0.011392214434510715
winter_green_ratio,0.011384025229792701
postmonsoon_B7,0.010770420513972194
winter_B11,0.01056473658595595
postmonsoon_blue_ratio,0.010380465603337595
premonsoon_blue_ratio,0.010358722785025821
postmonsoon_yellow_proxy,0.010223971744601552
monsoon_B8A,0.010207415687582209
postmonsoon_red_ratio,0.01019479087513938
postmonsoon_B3,0.010157483001370425
postmonsoon_B8A,0.010099442269155316
winter_NBR,0.010003264495460983
green_ratio_amp,0.00999033321651188
postmonsoon_B2,0.009986361941788216
yellow_proxy_amp,0.009823601535781629
premonsoon_B2,0.009712251949366733
postmonsoon_B6,0.009546199214622058
monsoon_B2,0.009425122368373638
premonsoon_B5,0.00935218361842248
monsoon_B12,0.009311860816054058
winter_B5,0.009173795250019875
monsoon_EVI,0.00906176845477756
premonsoon_GNDVI,0.008967352734177227
winter_B12,0.008925654892022565
NDVI_amp,0.008821245544595405
monsoon_NDMI,0.008797627079815738
red_ratio_amp,0.008775997441453584
monsoon_NDVI,0.00871445684623383
GNDVI_amp,0.008656369752867713
monsoon_green_ratio,0.008606133042278164
premonsoon_B8A,0.008537484054316766
winter_NDVI,0.008477022219391988
monsoon_B6,0.008386206675506097
winter_B7,0.00836787620359381
premonsoon_B11,0.008260757102176882
postmonsoon_B12,0.008228111525679854
winter_B2,0.00819900127765025
postmonsoon_B4,0.008142671539376561
premonsoon_NBR,0.00806613849623736
monsoon_NBR,0.00800548922073156
monsoon_GNDVI,0.007986804498922006
premonsoon_EVI,0.0077727966661451245
postmonsoon_NDMI,0.007556476649503842
winter_B3,0.007511877671347878
winter_NDMI,0.007501911013379166
premonsoon_B12,0.00749627716135587
winter_B4,0.007421475203922727
premonsoon_B7,0.007039967083098309
winter_red_ratio,0.006893758352614972
premonsoon_NDMI,0.006829826821559327
postmonsoon_B11,0.006737019784408018
monsoon_B7,0.006680620033511309
premonsoon_NDVI,0.006493265868855082
postmonsoon_B5,0.006204386153233096
monsoon_B11,0.006082288159311613
premonsoon_B6,0.006044275699231025
premonsoon_NDRE,0.005808636787413013
postmonsoon_valid_pixels_median,0.003451888810817506
premonsoon_valid_pixels_median,0.0033555316363458937
postmonsoon_valid_pixels_max,0.0032723779411235276
premonsoon_valid_pixels_max,0.0032527463644737116
winter_valid_pixels_max,0.003139781566621973
monsoon_valid_pixels_median,0.002903289043818
monsoon_valid_pixels_max,0.002728078924086399
winter_valid_pixels_median,0.0020048372188932163
stac_year,0.0
buffer_meters,0.0
stac_item_count,0.0
