feature,importance
postmonsoon_EVI,0.02461133377707848
postmonsoon_NDVI,0.02329873389193063
postmonsoon_GNDVI,0.021540047227253
monsoon_red_ratio,0.01812026431146284
postmonsoon_B8,0.01719019197861934
NBR_amp,0.01710060101374079
monsoon_yellow_proxy,0.016798964727291137
postmonsoon_green_ratio,0.01658084382306009
EVI_amp,0.01627753041438094
monsoon_B8,0.016225488292789615
postmonsoon_B8A,0.016073801681913892
monsoon_B4,0.01600778663463131
monsoon_blue_ratio,0.01598835004946501
winter_GNDVI,0.01597418586992297
postmonsoon_NDRE,0.014268803860662694
postmonsoon_NBR,0.013887600797513118
premonsoon_B8,0.01385767416668988
postmonsoon_B7,0.013501023974761408
winter_NBR,0.012930375437626335
postmonsoon_red_ratio,0.012714673604022701
NDMI_amp,0.012648315632899
premonsoon_B11,0.012613504675741238
winter_EVI,0.012497984478368996
premonsoon_red_ratio,0.012005440681728999
postmonsoon_B6,0.011804556226200483
winter_NDMI,0.011788127191239036
monsoon_B8A,0.011713858019337388
NDVI_amp,0.011518224927162582
winter_green_ratio,0.011360066734447607
postmonsoon_yellow_proxy,0.011344512686649672
winter_B11,0.011251182474600056
winter_B8,0.011206056815712727
winter_B6,0.011052953895746823
monsoon_B6,0.010937446100775645
postmonsoon_NDMI,0.010920429398884901
monsoon_B3,0.010770663320483773
winter_blue_ratio,0.010737720490369914
postmonsoon_blue_ratio,0.010728304505326611
premonsoon_B3,0.010687338226302613
premonsoon_NBR,0.01061982379270213
monsoon_EVI,0.010616898407575669
premonsoon_B5,0.010343270180885829
premonsoon_B4,0.010324131973480873
premonsoon_NDMI,0.009982693093672057
NDRE_amp,0.009915834688234112
winter_NDVI,0.009605969710320964
monsoon_NDVI,0.009491790117593338
winter_B2,0.009450301497114491
monsoon_B2,0.009364710063005145
postmonsoon_B12,0.009341315800003202
yellow_proxy_amp,0.009208698057609625
premonsoon_yellow_proxy,0.009153055870039862
monsoon_B5,0.008905594854562314
premonsoon_B6,0.0088991039282013
red_ratio_amp,0.0087818194071582
postmonsoon_B4,0.008729719998855074
premonsoon_green_ratio,0.00860932278138492
monsoon_NBR,0.00856853115651602
premonsoon_blue_ratio,0.008565254891059911
monsoon_B12,0.008545338607833212
winter_B12,0.008517245366111093
green_ratio_amp,0.008507609632459435
winter_B8A,0.008506208550569662
winter_NDRE,0.00847359993351716
winter_B4,0.008471562414368434
monsoon_green_ratio,0.008452596635329842
winter_yellow_proxy,0.008451256320768787
winter_B5,0.008428173734483537
winter_B3,0.008412128066008794
postmonsoon_B11,0.008301723619104508
GNDVI_amp,0.008237164903487573
premonsoon_B8A,0.008215567369328845
premonsoon_B2,0.008121098617324119
monsoon_B7,0.008043811046001083
monsoon_B11,0.007900361691893272
premonsoon_NDVI,0.007817704824523408
premonsoon_NDRE,0.0077530714074902024
premonsoon_B12,0.007735577795838999
winter_B7,0.007645467043421474
monsoon_NDMI,0.00748737102930362
monsoon_GNDVI,0.007458467441708207
postmonsoon_B5,0.007378061670322066
postmonsoon_B2,0.0073304524574814255
postmonsoon_B3,0.007298741527078582
premonsoon_GNDVI,0.00726178778250324
winter_red_ratio,0.0071526793016460566
premonsoon_B7,0.006998962911631389
premonsoon_EVI,0.006941083191228999
monsoon_NDRE,0.005879700071133206
winter_valid_pixels_median,0.003613168147735092
postmonsoon_valid_pixels_median,0.0034195492829935123
premonsoon_valid_pixels_median,0.003260803107111812
premonsoon_valid_pixels_max,0.0031387465203045095
postmonsoon_valid_pixels_max,0.0030185961000800594
monsoon_valid_pixels_median,0.002962223752914301
winter_valid_pixels_max,0.002952539390190091
monsoon_valid_pixels_max,0.002896996448001206
stac_year,0.0
buffer_meters,0.0
stac_item_count,0.0
