feature,importance
postmonsoon_EVI,0.024370022246526447
postmonsoon_GNDVI,0.017428854640290207
postmonsoon_NDVI,0.016929044973976078
postmonsoon_B7,0.01616640488091124
postmonsoon_B8,0.016164744775362307
NDMI_amp,0.01615067688881645
red_ratio_amp,0.016119331109003408
postmonsoon_B8A,0.01597952616109242
monsoon_yellow_proxy,0.015435818602662342
NBR_amp,0.015226635615679763
NDRE_amp,0.01520233404285522
winter_GNDVI,0.015151633152682115
monsoon_B2,0.014682390920278336
monsoon_B3,0.014268184824088965
monsoon_B6,0.014262522123979828
monsoon_red_ratio,0.014163067461668764
postmonsoon_green_ratio,0.013810820320654183
winter_B11,0.013778690013838598
winter_B6,0.013713949912499261
monsoon_B8A,0.013455452694611592
monsoon_B4,0.01318940421158992
winter_yellow_proxy,0.013038737120654315
premonsoon_red_ratio,0.012999074608155445
winter_B8A,0.012723294023670806
postmonsoon_yellow_proxy,0.012470055102498781
NDVI_amp,0.012363605561099712
premonsoon_B3,0.012132559103520953
premonsoon_B4,0.011963612204205392
winter_B5,0.011927985832282554
postmonsoon_blue_ratio,0.011742958143930692
postmonsoon_B6,0.011697821176269623
postmonsoon_red_ratio,0.011438515280707011
GNDVI_amp,0.011417242036822211
premonsoon_B7,0.011378464792824177
EVI_amp,0.011297368068891898
premonsoon_B8,0.011238726492379676
premonsoon_blue_ratio,0.011223958260355495
winter_B7,0.011099654749974507
premonsoon_B6,0.01105292268567293
winter_NDMI,0.011048021159562101
postmonsoon_NDRE,0.011003803572110423
monsoon_blue_ratio,0.010761084494901058
postmonsoon_NBR,0.010580933974285117
monsoon_NDVI,0.010576084888866563
yellow_proxy_amp,0.010542742280310366
monsoon_B8,0.010532690606566785
premonsoon_B11,0.010444751424271197
premonsoon_green_ratio,0.010106840715995538
monsoon_B7,0.009760647395955845
winter_blue_ratio,0.009715688285008352
monsoon_B11,0.009680544643802266
monsoon_NDRE,0.009662465773028765
postmonsoon_B11,0.009606925282891766
premonsoon_B8A,0.00946588876030092
premonsoon_yellow_proxy,0.0094617799594379
green_ratio_amp,0.009451960154309897
winter_B8,0.009304902261638073
winter_red_ratio,0.009195877098637548
premonsoon_B2,0.008900587455669436
postmonsoon_B2,0.00887023856798642
winter_B2,0.008766892716611477
winter_B12,0.008635422513624598
winter_EVI,0.008560828273742806
monsoon_B5,0.00841516001603373
postmonsoon_NDMI,0.008211615699736866
monsoon_NDMI,0.008176766727016373
premonsoon_GNDVI,0.008142298874319137
winter_NDRE,0.00806811128125015
winter_green_ratio,0.007961214705618514
premonsoon_NDVI,0.007913771217289249
winter_NDVI,0.007812339031619698
premonsoon_NBR,0.007685231238692575
monsoon_EVI,0.007678293416324749
postmonsoon_B12,0.007639112104215121
monsoon_green_ratio,0.007607881751002277
premonsoon_EVI,0.007566801437327924
postmonsoon_B3,0.00750509925787702
winter_B3,0.007168999939222258
premonsoon_NDMI,0.007103478497335253
winter_B4,0.0070122355046135995
winter_NBR,0.006999230659493062
premonsoon_B5,0.006935524496029054
premonsoon_NDRE,0.006925219583415432
postmonsoon_B4,0.006805440133427469
monsoon_NBR,0.006459892073445697
premonsoon_B12,0.006389693581732494
monsoon_GNDVI,0.006312501569911069
postmonsoon_B5,0.0060352509108497245
monsoon_B12,0.0058749944544341775
winter_valid_pixels_max,0.005248172990681463
postmonsoon_valid_pixels_max,0.0051979265724359704
monsoon_valid_pixels_max,0.00505001020661873
premonsoon_valid_pixels_max,0.004454307562673043
premonsoon_valid_pixels_median,0.00433164306847345
monsoon_valid_pixels_median,0.004196735013415346
postmonsoon_valid_pixels_median,0.00393395157015568
winter_valid_pixels_median,0.0036874277768148118
stac_year,0.0
buffer_meters,0.0
stac_item_count,0.0
