feature,importance
NDRE_amp,0.043021042291212036
winter_yellow_proxy,0.02064396300769687
monsoon_B3,0.017878897199071125
postmonsoon_B8,0.01732905812265935
winter_blue_ratio,0.01692184250704259
premonsoon_B4,0.01598124596427592
NBR_amp,0.015832967585900855
premonsoon_red_ratio,0.015411600359148035
monsoon_B8,0.014899541354018563
premonsoon_B3,0.014523801006028583
winter_B8A,0.014283890668015518
red_ratio_amp,0.014054782706359533
postmonsoon_green_ratio,0.013905962978290613
postmonsoon_EVI,0.01353781003796009
monsoon_B5,0.01317680672257171
winter_NDRE,0.012857642680299012
monsoon_B4,0.012765658875782956
winter_B8,0.012746764666629332
NDMI_amp,0.012635372459670722
winter_NDMI,0.01244218927667797
postmonsoon_B8A,0.012305386624916679
monsoon_GNDVI,0.012017343036002485
postmonsoon_NDRE,0.011918163026474877
postmonsoon_B3,0.011778799821349934
postmonsoon_NDMI,0.011756219713048065
monsoon_NDMI,0.011625542266895248
monsoon_NDVI,0.011325077269055078
monsoon_B6,0.011284719174408918
postmonsoon_blue_ratio,0.011137652837205398
postmonsoon_yellow_proxy,0.011137019289474522
premonsoon_B7,0.010894113785565963
GNDVI_amp,0.010818676686481168
EVI_amp,0.01078503286427787
NDVI_amp,0.01075876008085749
monsoon_green_ratio,0.01073837518472134
postmonsoon_red_ratio,0.010583418409802585
monsoon_NDRE,0.010530895515796244
monsoon_red_ratio,0.010469903857886632
postmonsoon_NBR,0.010380304733436216
premonsoon_B2,0.0103335008632608
postmonsoon_B4,0.010313713901882545
premonsoon_B8A,0.010241361448409531
monsoon_B11,0.010213301979093495
postmonsoon_NDVI,0.010185515014513157
monsoon_B2,0.010156155350220212
winter_B6,0.01001296618138744
monsoon_yellow_proxy,0.010010014901284628
monsoon_blue_ratio,0.009978060918845214
premonsoon_B5,0.009900711831221692
winter_NBR,0.009773824296356102
postmonsoon_B2,0.009717016729672222
postmonsoon_B7,0.009639451634787155
winter_green_ratio,0.009602698744943051
postmonsoon_GNDVI,0.009574672788090223
premonsoon_NDMI,0.009558659186555811
winter_NDVI,0.00953615497281477
premonsoon_EVI,0.009528725019260144
winter_B7,0.009506155523602747
postmonsoon_B6,0.009422421302457107
premonsoon_B11,0.00933500333035599
winter_B5,0.009273904886809316
winter_B2,0.009157177198592888
monsoon_NBR,0.009146107032292185
premonsoon_B8,0.008969815860903936
winter_EVI,0.008858937921957489
yellow_proxy_amp,0.008858279263583622
winter_GNDVI,0.008835928676775844
monsoon_B8A,0.008803508483433418
green_ratio_amp,0.008795067448851617
winter_B4,0.008599299009131119
winter_B3,0.008591767069119615
premonsoon_green_ratio,0.00855474850125724
premonsoon_yellow_proxy,0.008536807341702908
monsoon_B12,0.008395096898828378
premonsoon_B6,0.008262276726250156
winter_B11,0.008178577661207845
premonsoon_B12,0.007809759212225714
premonsoon_NBR,0.007714307940553214
winter_red_ratio,0.0076049071588611536
premonsoon_NDVI,0.007560746657372698
premonsoon_NDRE,0.007423359052922688
premonsoon_GNDVI,0.007336596321519476
winter_B12,0.0073190563312925
monsoon_B7,0.007293586219706844
postmonsoon_B11,0.007038344708473985
premonsoon_blue_ratio,0.00698947423662862
postmonsoon_B5,0.006539162934656953
postmonsoon_B12,0.00646995670660474
monsoon_EVI,0.006433224322018297
monsoon_valid_pixels_max,0.0033814370265982385
monsoon_valid_pixels_median,0.003375242360666301
premonsoon_valid_pixels_median,0.0031356092125362912
winter_valid_pixels_median,0.003074164238256517
postmonsoon_valid_pixels_median,0.002930175963667365
premonsoon_valid_pixels_max,0.0025954819712998706
winter_valid_pixels_max,0.0023955466270860815
postmonsoon_valid_pixels_max,0.0021262302503728464
stac_year,0.0
buffer_meters,0.0
stac_item_count,0.0
