crown_uid,area,crown_area_m2,species_clean,label_acacia_visual,label_acacia_species,label_acacia_clustering,pred_acacia_visual_model,prob_acacia_visual_model,model_confidence,model_cluster_disagree,uncertain,lon,lat,source_file,source_index,orig_crown_id
A4:crown_0003,A4,,Pilkhan,-1,0,-1,1,0.500876879083429,0.500876879083429,False,True,77.19875583059144,28.5430698588818,A4_master.geojson,2,crown_0003
SV_S4:crown_0084,SV_S4,43.02494532941925,,-1,-1,0,1,0.5011095981951923,0.5011095981951923,True,True,77.1838331538325,28.53316891469828,s4_master_format.geojson,83,crown_0084
SIT:crown_0115,SIT,,,-1,-1,-1,1,0.5011395300241572,0.5011395300241572,False,True,77.19221781520459,28.546324567575738,sit_master(1).geojson,114,crown_0115
SIT:crown_0004,SIT,,Mandphali / Marodphali,-1,0,-1,0,0.498679413955179,0.501320586044821,False,True,77.19192232647738,28.54573652344889,sit_master(1).geojson,3,crown_0004
SV_S4:crown_0086,SV_S4,42.92556439729166,,-1,-1,1,0,0.49828854422442803,0.501711455775572,True,True,77.18375694969731,28.53315041637189,s4_master_format.geojson,85,crown_0086
SV_S1:crown_0084,SV_S1,54.09433287306077,,-1,-1,0,0,0.49812433361049685,0.5018756663895032,False,True,77.17578968538066,28.53222340161392,s1_master_format.geojson,83,crown_0084
SV_S1:crown_0051,SV_S1,18.250353075788045,,-1,-1,0,0,0.49812433361049685,0.5018756663895032,False,True,77.17571840307815,28.53225734902917,s1_master_format.geojson,50,crown_0051
SIT:crown_0056,SIT,,Ashok,-1,0,-1,0,0.4980489022185682,0.5019510977814319,False,True,77.19190725030462,28.54636841934971,sit_master(1).geojson,55,crown_0056
SV_S2:crown_0438,SV_S2,18.418716167928178,,-1,-1,0,1,0.5020355350822094,0.5020355350822094,True,True,77.17441586800086,28.529831001984498,s2_master_format.geojson,437,crown_0438
SV_S2:crown_0518,SV_S2,18.819367059356438,,-1,-1,0,1,0.5020355350822094,0.5020355350822094,True,True,77.17440859850159,28.52978215317476,s2_master_format.geojson,517,crown_0518
SV_S1:crown_0434,SV_S1,14.853134102050847,,-1,-1,0,0,0.49776651544714906,0.5022334845528509,False,True,77.17695736571393,28.532941608349905,s1_master_format.geojson,433,crown_0434
SV_S2:crown_0100,SV_S2,34.417949965629155,,-1,-1,0,1,0.5022998015761807,0.5022998015761807,True,True,77.1733955305395,28.52896809434875,s2_master_format.geojson,99,crown_0100
SV_S3:crown_0095,SV_S3,15.085178070772525,,-1,-1,1,1,0.5023536936126739,0.5023536936126739,False,True,77.1854728888874,28.531343099709368,s3_master_format.geojson,94,crown_0095
