n_crowns_scored,deciduous_count,evergreen_or_stable_count,deciduous_fraction,mean_deciduous_score,median_deciduous_score,min_deciduous_score,max_deciduous_score
87,60,27,0.6896551724137931,0.7527904640413327,0.796005502891473,0.3,0.9291058003372455
