om_id,date_label,observations,bad_observations,valid_pixel_fraction_mean,shadow_fraction_mean,veg_fraction_hsv_mean,gcc_mean_mean,rcc_mean_mean,gray_entropy_mean,laplacian_var_mean,valid_pixel_fraction_median,shadow_fraction_median,veg_fraction_hsv_median,gcc_mean_median,rcc_mean_median,gray_entropy_median,laplacian_var_median,bad_observation_fraction
1,OM1,87,2,0.7068987806438003,0.027567164418345273,0.7286474488053305,0.4022765152755825,0.35140169317694914,5.329708971603982,748.0200325099901,0.7151670921146842,0.018504545291222,0.8042574947244959,0.4018012285232544,0.3537374138832092,5.378311486523352,622.5611572265625,0.022988505747126436
2,OM2,87,3,0.7062434570905872,0.03092314422744485,0.7911405413764129,0.42099650015776185,0.3576405664970134,5.3334846429565195,834.7861156244387,0.7145760874474909,0.0233897914506279,0.8576071025534167,0.4240429997444153,0.3598422110080719,5.387570869236159,739.3804321289062,0.034482758620689655
3,OM3,87,3,0.7065994329693873,0.010791451385603034,0.6118562401110117,0.3818852250603424,0.3445930306253762,5.323960187057749,874.5998363275637,0.7150774457972252,0.0061540137239952,0.7163961215818717,0.3863877058029175,0.3434886634349823,5.377901978982023,813.6334838867188,0.034482758620689655
4,OM4,87,2,0.7061431994656148,0.031381105852056744,0.7858583617119974,0.42046377405352975,0.358617869944408,5.345822830387271,872.3556306334748,0.7151452188445729,0.0257535576887162,0.8605461551348634,0.4238647222518921,0.3622861802577972,5.396672705686195,831.1736450195312,0.022988505747126436
5,OM5,87,2,0.7062731116947059,0.018988267483014964,0.10433049351732819,0.35232805931705163,0.3489693091518577,5.490803322479526,1084.298331600496,0.7150989010989011,0.0092831999003146,0.0722020468801584,0.3528543412685394,0.3486142456531524,5.585152232187833,1004.918212890625,0.022988505747126436
6,OM6,87,3,0.7060385585188885,0.046613149691203254,0.3878618605887827,0.38490718260578727,0.36267165754033226,5.524591708978116,1101.9424957626168,0.714727414798341,0.0310232829532017,0.3234375876315641,0.3865203261375427,0.3613265752792358,5.583660122371391,980.0389404296876,0.034482758620689655
7,OM7,87,3,0.7054147071015012,0.06160299664835744,0.4273745767146653,0.3943231790915303,0.36168871939867386,5.510638296848576,1166.5656391012258,0.7147003435806513,0.0435561875995322,0.3746037665485736,0.3965276777744293,0.3588147461414337,5.568748310328754,1019.6051635742188,0.034482758620689655
8,OM8,87,2,0.7059122517938772,0.03001649905670847,0.29292234523778876,0.36701634834552627,0.35118864425297436,5.485077702491528,1222.4376373291016,0.715494934532953,0.0216972680184122,0.2005033241933666,0.3687092661857605,0.3544938564300537,5.587130752146689,1068.6556396484375,0.022988505747126436
