threshold,accuracy,balanced_accuracy,macro_f1,positive_recall,positive_precision,confusion_matrix,fold
0.1,0.9054054054054054,0.9453125,0.8414447505356596,1.0,0.5882352941176471,"[[57, 7], [0, 10]]",1
0.15,0.918918918918919,0.953125,0.8600252206809584,1.0,0.625,"[[58, 6], [0, 10]]",1
0.2,0.918918918918919,0.953125,0.8600252206809584,1.0,0.625,"[[58, 6], [0, 10]]",1
0.25,0.918918918918919,0.953125,0.8600252206809584,1.0,0.625,"[[58, 6], [0, 10]]",1
0.3,0.918918918918919,0.953125,0.8600252206809584,1.0,0.625,"[[58, 6], [0, 10]]",1
0.35,0.918918918918919,0.9109375,0.8508064516129032,0.9,0.6428571428571429,"[[59, 5], [1, 9]]",1
0.4,0.9054054054054054,0.8609375,0.8198260869565217,0.8,0.6153846153846154,"[[59, 5], [2, 8]]",1
0.45,0.918918918918919,0.86875,0.8398268398268398,0.8,0.6666666666666666,"[[60, 4], [2, 8]]",1
0.5,0.9324324324324325,0.834375,0.8490412076703386,0.7,0.7777777777777778,"[[62, 2], [3, 7]]",1
0.55,0.918918918918919,0.784375,0.8102564102564103,0.6,0.75,"[[62, 2], [4, 6]]",1
0.6,0.9054054054054054,0.734375,0.7674000898069151,0.5,0.7142857142857143,"[[62, 2], [5, 5]]",1
0.65,0.8918918918918919,0.684375,0.7196969696969697,0.4,0.6666666666666666,"[[62, 2], [6, 4]]",1
0.7,0.8783783783783784,0.634375,0.6661654135338346,0.3,0.6,"[[62, 2], [7, 3]]",1
0.75,0.8783783783783784,0.5921875,0.6205128205128205,0.2,0.6666666666666666,"[[63, 1], [8, 2]]",1
0.8,0.8513513513513513,0.4921875,0.45985401459854014,0.0,0.0,"[[63, 1], [10, 0]]",1
0.85,0.8648648648648649,0.5,0.463768115942029,0.0,0.0,"[[64, 0], [10, 0]]",1
0.9,0.8648648648648649,0.5,0.463768115942029,0.0,0.0,"[[64, 0], [10, 0]]",1
0.1,0.8904109589041096,0.9375,0.8128205128205128,1.0,0.5294117647058824,"[[56, 8], [0, 9]]",2
0.15,0.9041095890410958,0.8975694444444444,0.8193708024036762,0.8888888888888888,0.5714285714285714,"[[58, 6], [1, 8]]",2
0.2,0.9041095890410958,0.8975694444444444,0.8193708024036762,0.8888888888888888,0.5714285714285714,"[[58, 6], [1, 8]]",2
0.25,0.9041095890410958,0.8975694444444444,0.8193708024036762,0.8888888888888888,0.5714285714285714,"[[58, 6], [1, 8]]",2
0.3,0.9041095890410958,0.8498263888888888,0.8053333333333332,0.7777777777777778,0.5833333333333334,"[[59, 5], [2, 7]]",2
0.35,0.9178082191780822,0.8576388888888888,0.8261904761904761,0.7777777777777778,0.6363636363636364,"[[60, 4], [2, 7]]",2
0.4,0.9178082191780822,0.8576388888888888,0.8261904761904761,0.7777777777777778,0.6363636363636364,"[[60, 4], [2, 7]]",2
0.45,0.9178082191780822,0.8098958333333333,0.8098958333333333,0.6666666666666666,0.6666666666666666,"[[61, 3], [3, 6]]",2
0.5,0.9178082191780822,0.8098958333333333,0.8098958333333333,0.6666666666666666,0.6666666666666666,"[[61, 3], [3, 6]]",2
0.55,0.9178082191780822,0.8098958333333333,0.8098958333333333,0.6666666666666666,0.6666666666666666,"[[61, 3], [3, 6]]",2
0.6,0.9041095890410958,0.7543402777777778,0.7669858641130871,0.5555555555555556,0.625,"[[61, 3], [4, 5]]",2
0.65,0.8767123287671232,0.6432291666666666,0.665648854961832,0.3333333333333333,0.5,"[[61, 3], [6, 3]]",2
0.7,0.9041095890410958,0.6588541666666666,0.7044534412955465,0.3333333333333333,0.75,"[[63, 1], [6, 3]]",2
0.75,0.9041095890410958,0.6588541666666666,0.7044534412955465,0.3333333333333333,0.75,"[[63, 1], [6, 3]]",2
0.8,0.9041095890410958,0.6111111111111112,0.655892255892256,0.2222222222222222,1.0,"[[64, 0], [7, 2]]",2
0.85,0.9041095890410958,0.6111111111111112,0.655892255892256,0.2222222222222222,1.0,"[[64, 0], [7, 2]]",2
0.9,0.8767123287671232,0.5,0.46715328467153283,0.0,0.0,"[[64, 0], [9, 0]]",2
0.1,0.821917808219178,0.8506944444444444,0.7203065134099617,0.8888888888888888,0.4,"[[52, 12], [1, 8]]",3
0.15,0.821917808219178,0.8506944444444444,0.7203065134099617,0.8888888888888888,0.4,"[[52, 12], [1, 8]]",3
0.2,0.821917808219178,0.8506944444444444,0.7203065134099617,0.8888888888888888,0.4,"[[52, 12], [1, 8]]",3
0.25,0.821917808219178,0.8506944444444444,0.7203065134099617,0.8888888888888888,0.4,"[[52, 12], [1, 8]]",3
0.3,0.821917808219178,0.8506944444444444,0.7203065134099617,0.8888888888888888,0.4,"[[52, 12], [1, 8]]",3
0.35,0.821917808219178,0.8506944444444444,0.7203065134099617,0.8888888888888888,0.4,"[[52, 12], [1, 8]]",3
0.4,0.8356164383561644,0.8585069444444444,0.7348668280871671,0.8888888888888888,0.42105263157894735,"[[53, 11], [1, 8]]",3
0.45,0.8356164383561644,0.8107638888888888,0.7192307692307692,0.7777777777777778,0.4117647058823529,"[[54, 10], [2, 7]]",3
0.5,0.8356164383561644,0.8107638888888888,0.7192307692307692,0.7777777777777778,0.4117647058823529,"[[54, 10], [2, 7]]",3
0.55,0.8767123287671232,0.8342013888888888,0.767762460233298,0.7777777777777778,0.5,"[[57, 7], [2, 7]]",3
0.6,0.9315068493150684,0.8177083333333333,0.833561331509348,0.6666666666666666,0.75,"[[62, 2], [3, 6]]",3
0.65,0.9452054794520548,0.8255208333333333,0.8596153846153847,0.6666666666666666,0.8571428571428571,"[[63, 1], [3, 6]]",3
0.7,0.958904109589041,0.8333333333333333,0.8885496183206107,0.6666666666666666,1.0,"[[64, 0], [3, 6]]",3
0.75,0.958904109589041,0.8333333333333333,0.8885496183206107,0.6666666666666666,1.0,"[[64, 0], [3, 6]]",3
0.8,0.9315068493150684,0.7222222222222222,0.7888953152111047,0.4444444444444444,1.0,"[[64, 0], [5, 4]]",3
0.85,0.9178082191780822,0.6666666666666666,0.7276119402985075,0.3333333333333333,1.0,"[[64, 0], [6, 3]]",3
0.9,0.8904109589041096,0.5555555555555556,0.5705882352941176,0.1111111111111111,1.0,"[[64, 0], [8, 1]]",3
0.1,0.9315068493150684,0.9603174603174602,0.8793388429752067,1.0,0.6666666666666666,"[[58, 5], [0, 10]]",4
0.15,0.9315068493150684,0.9603174603174602,0.8793388429752067,1.0,0.6666666666666666,"[[58, 5], [0, 10]]",4
0.2,0.9452054794520548,0.9682539682539683,0.9002732240437159,1.0,0.7142857142857143,"[[59, 4], [0, 10]]",4
0.25,0.9452054794520548,0.9682539682539683,0.9002732240437159,1.0,0.7142857142857143,"[[59, 4], [0, 10]]",4
0.3,0.958904109589041,0.9761904761904762,0.9225874867444326,1.0,0.7692307692307693,"[[60, 3], [0, 10]]",4
0.35,0.958904109589041,0.9761904761904762,0.9225874867444326,1.0,0.7692307692307693,"[[60, 3], [0, 10]]",4
0.4,0.958904109589041,0.9341269841269841,0.9165714285714286,0.9,0.8181818181818182,"[[61, 2], [1, 9]]",4
