threshold,accuracy,balanced_accuracy,macro_f1,positive_recall,positive_precision,confusion_matrix,fold
0.45,0.9452054794520548,0.8841269841269841,0.8841269841269841,0.8,0.8,"[[61, 2], [2, 8]]",4
0.5,0.958904109589041,0.892063492063492,0.9092416079569001,0.8,0.8888888888888888,"[[62, 1], [2, 8]]",4
0.55,0.9726027397260274,0.9,0.9366319444444444,0.8,1.0,"[[63, 0], [2, 8]]",4
0.6,0.9726027397260274,0.9,0.9366319444444444,0.8,1.0,"[[63, 0], [2, 8]]",4
0.65,0.9726027397260274,0.9,0.9366319444444444,0.8,1.0,"[[63, 0], [2, 8]]",4
0.7,0.958904109589041,0.85,0.9001367989056087,0.7,1.0,"[[63, 0], [3, 7]]",4
0.75,0.9452054794520548,0.8,0.8596153846153847,0.6,1.0,"[[63, 0], [4, 6]]",4
0.8,0.9178082191780822,0.7,0.762987012987013,0.4,1.0,"[[63, 0], [6, 4]]",4
0.85,0.9041095890410958,0.65,0.7044534412955465,0.3,1.0,"[[63, 0], [7, 3]]",4
0.9,0.8767123287671232,0.55,0.5575757575757576,0.1,1.0,"[[63, 0], [9, 1]]",4
0.1,0.8767123287671232,0.9285714285714286,0.8063660477453581,1.0,0.5263157894736842,"[[54, 9], [0, 10]]",5
0.15,0.8904109589041096,0.9365079365079365,0.8232445520581113,1.0,0.5555555555555556,"[[55, 8], [0, 10]]",5
0.2,0.8904109589041096,0.8944444444444444,0.8128205128205128,0.9,0.5625,"[[56, 7], [1, 9]]",5
0.25,0.8904109589041096,0.8944444444444444,0.8128205128205128,0.9,0.5625,"[[56, 7], [1, 9]]",5
0.3,0.8904109589041096,0.8944444444444444,0.8128205128205128,0.9,0.5625,"[[56, 7], [1, 9]]",5
0.35,0.8904109589041096,0.8944444444444444,0.8128205128205128,0.9,0.5625,"[[56, 7], [1, 9]]",5
0.4,0.8767123287671232,0.8444444444444444,0.782809917355372,0.8,0.5333333333333333,"[[56, 7], [2, 8]]",5
0.45,0.8767123287671232,0.8444444444444444,0.782809917355372,0.8,0.5333333333333333,"[[56, 7], [2, 8]]",5
0.5,0.8767123287671232,0.7603174603174603,0.7497142857142858,0.6,0.5454545454545454,"[[58, 5], [4, 6]]",5
0.55,0.8767123287671232,0.7182539682539683,0.7277248238707004,0.5,0.5555555555555556,"[[59, 4], [5, 5]]",5
0.6,0.8904109589041096,0.7261904761904762,0.7465277777777778,0.5,0.625,"[[60, 3], [5, 5]]",5
0.65,0.8904109589041096,0.6841269841269841,0.7192307692307692,0.4,0.6666666666666666,"[[61, 2], [6, 4]]",5
0.7,0.9041095890410958,0.692063492063492,0.7399491094147583,0.4,0.8,"[[62, 1], [6, 4]]",5
0.75,0.9041095890410958,0.692063492063492,0.7399491094147583,0.4,0.8,"[[62, 1], [6, 4]]",5
0.8,0.9041095890410958,0.692063492063492,0.7399491094147583,0.4,0.8,"[[62, 1], [6, 4]]",5
0.85,0.9041095890410958,0.692063492063492,0.7399491094147583,0.4,0.8,"[[62, 1], [6, 4]]",5
0.9,0.8904109589041096,0.6,0.6368159203980099,0.2,1.0,"[[63, 0], [8, 2]]",5
